#	좌표	path	줄수	군	문서 종류	정독 등급	정독 주체	청크 경계	배정 Step	재참조	판독 참조(R#)	검수 대조	비고
11	00 구트랙 RB	Claude/old/v2/plans/PHASE_0_v2_FOUNDATION_PLAN.md	101	(i-b)	세부 계획서	②토픽 한정	작업 sub(직렬)	1–101	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/v2 — 동명이물 경고는 행 10 비고)
12	00 구트랙 RB	Claude/old/Archive_oldtrack/HANDOVER_RB_2026-05-31.md	90	(iii)	인계	①전문	작업 sub(직렬)	1–90	1.2 Step 3	—	—	①: 전문 정독 + 검수 sub 근거 행 전건 대조	OUT-INV: 구트랙(별도 표시)
13	00 구트랙 RB	Claude/old/Archive_oldtrack/HANDOVER_RB_2026-06-02.md	129	(iii)	인계	①전문	작업 sub(직렬)	1–129	1.2 Step 3	—	—	①: 전문 정독 + 검수 sub 근거 행 전건 대조	OUT-INV: 구트랙(별도 표시)
14	00 구트랙 RB	Claude/old/Archive_oldtrack/HANDOVER_RB_2026-06-02b.md	84	(iii)	인계	①전문	작업 sub(직렬)	1–84	1.2 Step 3	—	—	①: 전문 정독 + 검수 sub 근거 행 전건 대조	OUT-INV: 구트랙(별도 표시)
15	00 구트랙 RB	Claude/old/Archive_oldtrack/COMPARISON_CLAUDE_canonical_vs_CODEX_v2.md	93	(iv-c)	감사	②토픽 한정	작업 sub(직렬)	1–93	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: (b) 마스터 플랜 §2.8 L184 인용 `COMPARISON_*` · (a) (vii) `REVIEW_LEDGER_*` 형제 · 동명이물 경
16	00 구트랙 RB	Claude/old/Archive_oldtrack/COMPARISON_CLAUDE_v4_vs_CODEX_REBUILT.md	123	(iv-c)	감사	②토픽 한정	작업 sub(직렬)	1–123	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: (b)(a) — 동명이물 경고
17	00 구트랙 RB	Claude/old/Archive_oldtrack/COMPARISON_CLAUDE_v5_1_vs_CODEX_v4.md	124	(iv-c)	감사	②토픽 한정	작업 sub(직렬)	1–124	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: (b)(a) — 동명이물 경고
18	00 구트랙 RB	Claude/old/Archive_oldtrack/COMPARISON_CLAUDE_v5_2_vs_CODEX_v5.md	74	(iv-c)	감사	②토픽 한정	작업 sub(직렬)	1–74	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: (b)(a) — 동명이물 경고
19	00 구트랙 RB	Claude/old/Archive_oldtrack/COMPARISON_CLAUDE_v5_vs_CODEX_v3.md	77	(iv-c)	감사	②토픽 한정	작업 sub(직렬)	1–77	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: (b)(a) — 동명이물 경고
20	00 구트랙 RB	Claude/old/Archive_oldtrack/COMPARISON_CLAUDE_vs_CODEX_CH1.md	149	(iv-c)	감사	②토픽 한정	작업 sub(직렬)	1–149	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: (b)(a) — 동명이물 경고
21	00 구트랙 RB	Claude/old/results/PROJECT_AUDIT_REPORT.md	333	(iv-b)	감사	②토픽 한정	작업 sub(직렬)	1–333	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: (a) 구트랙(old/) — (vii)·(viii) old/ 등재 정책과 일관
22	00 구트랙 RB	Claude/old/results/PROJECT_AUDIT_REPORT_v0.2.md	255	(iv-b)	감사	②토픽 한정	작업 sub(직렬)	1–255	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: (a) 구트랙(old/)
23	00 구트랙 RB	Claude/old/Archive_oldtrack/ASSUMPTION_LEDGER_v3.md	61	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–61	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
24	00 구트랙 RB	Claude/old/Archive_oldtrack/PHASE_DIAG_EXECUTION_LEDGER.md	24	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–24	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
25	00 구트랙 RB	Claude/old/Archive_oldtrack/PHASE_DIAG_SALVAGE_LEDGER.md	84	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–84	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
26	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_AL_MASTER.md	139	(vii-b)	ledger(통합 Assumption Ledger·Notation Bible)	②토픽 한정	작업 sub(직렬)	1–139	1.3 Step 9	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: (i-b) 에서 이동(AUD-R2-03) · 실물 헤더 L1 · glob `*MASTER*` 오매치 · 1.3 구트랙 원천 · `:3` 입력 =
27	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_EXECUTION_LEDGER.md	68	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–68	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
28	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_LEDGER_CH1.md	181	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–181	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
29	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_LEDGER_CH1_REWORK.md	60	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–60	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
30	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_LEDGER_CH2.md	46	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–46	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
31	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_LEDGER_CH2_FINE_REVIEW.md	41	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–41	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
32	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_LEDGER_CH3.md	43	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–43	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
33	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_LEDGER_CH3_FINE_REVIEW.md	40	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–40	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
34	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_LEDGER_CH4.md	46	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–46	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
35	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_LEDGER_CH4_FINE_REVIEW.md	35	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–35	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
36	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_LEDGER_CH5.md	42	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–42	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
37	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_LEDGER_CH5_FINE_REVIEW.md	33	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–33	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
38	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_LEDGER_CH6.md	43	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–43	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
39	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_LEDGER_CH6_DISSOLUTION.md	30	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–30	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
40	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_LEDGER_CODEX_REVIEW_FIX_2026-06-02.md	44	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–44	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
41	00 구트랙 RB	Claude/old/Archive_oldtrack/RB_LEDGER_INTEGRATION.md	55	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–55	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
42	00 구트랙 RB	Claude/old/Archive_oldtrack/REVIEW_LEDGER_CH2_10ROUND.md	85	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–85	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5) ; 고유본(사본 1: Claude/old/Archive_oldt
43	00 구트랙 RB	Claude/old/Archive_oldtrack/REVIEW_LEDGER_CH2_10ROUND_CLAUDE_rerun_5-29.md	85	(vii)	ledger	정독 X	(정독 X)	—	(없음)	—	—	—	사본 → 고유본: Claude/old/Archive_oldtrack/REVIEW_LEDGER_CH2_10ROUND.md — iter_2 AUD-12 · 정독 X(사본) · OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5) ; 사본(고유본 = Claude/old/Archive_oldtr
44	00 구트랙 RB	Claude/old/Archive_oldtrack/REVIEW_LEDGER_CH2_10ROUND_priorpass_superseded.md	57	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–57	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
45	00 구트랙 RB	Claude/old/Archive_oldtrack/REVIEW_LEDGER_CHAPTER_VS_INTEGRATED.md	45	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–45	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
46	00 구트랙 RB	Claude/old/Archive_oldtrack/REVIEW_LEDGER_DEEP_PHYSICS.md	54	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–54	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
47	00 구트랙 RB	Claude/old/Archive_oldtrack/REVIEW_LEDGER_G1_G2_10PASS.md	99	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–99	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
48	00 구트랙 RB	Claude/old/Archive_oldtrack/REVIEW_LEDGER_G3_10PASS.md	34	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–34	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
49	00 구트랙 RB	Claude/old/Archive_oldtrack/REVIEW_LEDGER_v3_CH1.md	57	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–57	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
50	00 구트랙 RB	Claude/old/Archive_oldtrack/REVIEW_LEDGER_v4_CANONICAL_CH1.md	62	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–62	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
51	00 구트랙 RB	Claude/old/Archive_oldtrack/REVIEW_LEDGER_v5_3_10ROUND.md	55	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–55	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
52	00 구트랙 RB	Claude/old/results/PHASE_A_D_EXECUTION_LEDGER.md	31	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–31	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
53	00 구트랙 RB	Claude/old/results/PHASE_E_F_EXECUTION_LEDGER.md	51	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–51	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
54	00 구트랙 RB	Claude/old/v2/results/EXECUTION_LEDGER_v2.md	58	(vii)	ledger	②토픽 한정	작업 sub(직렬)	1–58	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 마스터 플랜 정의 밖 · 패턴 매치로 등재, DQ-5)
55	00 구트랙 RB	Claude/old/Archive_oldtrack/PHASE_0_foundation_RESULT.md	54	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–54	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
56	00 구트랙 RB	Claude/old/Archive_oldtrack/PHASE_1B_ch1_noskip_audit_RESULT.md	99	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–99	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
57	00 구트랙 RB	Claude/old/Archive_oldtrack/PHASE_1_2_ch1_grounding_RESULT.md	48	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–48	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
58	00 구트랙 RB	Claude/old/Archive_oldtrack/PHASE_1_ch1_RESULT.md	46	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–46	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
59	00 구트랙 RB	Claude/old/Archive_oldtrack/PHASE_A_consolidated_adversarial_review_RESULT.md	82	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–82	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
60	00 구트랙 RB	Claude/old/Archive_oldtrack/PHASE_B_crosschapter_build_review_RESULT.md	65	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–65	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
61	00 구트랙 RB	Claude/old/Archive_oldtrack/PHASE_DIAG_INTENT_GAP_RESULT.md	160	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–160	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
62	00 구트랙 RB	Claude/old/results/PHASE_A_ver5_master_structure_RESULT.md	319	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–319	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
63	00 구트랙 RB	Claude/old/results/PHASE_B_ver1_rechecked_feedback_diagnosis_RESULT.md	299	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–299	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
64	00 구트랙 RB	Claude/old/results/PHASE_B_ver1_rechecked_feedback_diagnosis_RESULT_ADDENDUM_1.md	52	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–52	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
65	00 구트랙 RB	Claude/old/results/PHASE_C_chapter1_mapping_and_feedback_note_RESULT.md	213	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–213	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
66	00 구트랙 RB	Claude/old/results/PHASE_D_jcp_ref6_7_methodology_RESULT.md	296	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–296	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
67	00 구트랙 RB	Claude/old/results/PHASE_E0_foundation_reset_charter_RESULT.md	463	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–463	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
68	00 구트랙 RB	Claude/old/results/PHASE_E0_foundation_reset_charter_RESULT_ADDENDUM_1.md	120	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–120	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
69	00 구트랙 RB	Claude/old/results/PHASE_E0_foundation_reset_charter_RESULT_ADDENDUM_2.md	104	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–104	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
70	00 구트랙 RB	Claude/old/results/PHASE_E1_spine_redesign_RESULT.md	399	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–399	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
71	00 구트랙 RB	Claude/old/results/PHASE_E2_intro_notation_RESULT.md	250	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–250	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
72	00 구트랙 RB	Claude/old/results/PHASE_E3_effective_transition_potential_separation_RESULT.md	158	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–158	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
73	00 구트랙 RB	Claude/old/results/PHASE_E4_charge_balance_central_equation_RESULT.md	184	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–184	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
74	00 구트랙 RB	Claude/old/v2/results/PHASE_0_v2_FOUNDATION_RESULT.md	189	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–189	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
75	00 구트랙 RB	Claude/old/v2/results/PHASE_10_v2_ICA_TAIL_RESULT.md	55	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–55	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
76	00 구트랙 RB	Claude/old/v2/results/PHASE_11_v2_FITTING_EXPRESSION_RESULT.md	69	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–69	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
77	00 구트랙 RB	Claude/old/v2/results/PHASE_12_v2_SUMMARY_RESULT.md	90	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–90	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
78	00 구트랙 RB	Claude/old/v2/results/PHASE_1_v2_BODY_INTRO_RESULT.md	59	(viii)	Result	②토픽 한정	작업 sub(직렬)	1–59	1.2 Step 3	—	—	②: 구조 추출 + 근거 절 정독 + 검수 sub 근거 행 대조	OUT-INV: 구트랙(old/ 하위 — 패턴 매치로 등재, DQ-5)
