D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.12\graphite_ica_ch1_v1.0.12.tex	2358	4107E86F199BE562CDB48510D16863934075E6C512A178441C5C46EAFDA9DFF0	205270
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.12\graphite_ica_ch2_v1.0.12.log	1201	29B1AAFE65FEA095F88B4EE7596F2166B814ADA2F5BCE49A62E5B506ACC7AEE6	45436
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.12\graphite_ica_ch2_v1.0.12.tex	777	26AAE9C760D1C184C23D256FB70300DF4BA5E7F83CD617D636E5F4BE80BA7458	66130
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.12\plot_dqdv.py	135	97ABAB86473F41BFDE44DBE11361E00885442D7BBDC43307ED84E96ED7374C75	5755
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.12\sample_test_v1012.py	123	9C1CCE8C543D46DD682A552BC558058F28D8244A442C7E8166A7E9F76DE7ABCB	6337
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.12\test_regression_graphite.py	80	B12AF2BCE63016D4A2ED82EF9F4896BE9B2EFD9B69E02BB71A93AF9C88C89A20	3621
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.13\Anode_Fit_v1.0.13.py	899	36D40E3624B17115BFF4195EF1B4841F88B738C05758D8AD1C6D74B5EDE96269	53395
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.13\demo_lco_heat.py	73	ED6ECC3CFB80A49C5CF50B884717315C28BCC8AECC23C99A79BF1E71B3927A90	4483
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.13\FITTING_GUIDE.md	99	6B618246FE777DC530B7900CC538AADFFFCC04AC7AF966DD07E79922FFE51312	12461
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.13\graph_suite_v1013.py	144	81C3F7B25ED1D89EE527F1CFCBDC7488FC49FCFCAE31DACB5EDD733C7533621D	8722
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.13\graphite_ica_ch1_v1.0.13.log	1672	2066469EBF8E519B8C36CCCECDD2B6EFFA5F614AEB2D952F4A18CCC549FED50C	61831
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.13\graphite_ica_ch1_v1.0.13.tex	2934	D3A7B658C2AE099694E877CFDE0B7B3870F87B411B675305CF6EB3A2480A4278	243754
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.13\graphite_ica_ch2_v1.0.13.log	1203	49FB2108DADA285EEAD5CA36ECD45B9B289E4B22E8CA972411B444F55E3D4D84	45520
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.13\graphite_ica_ch2_v1.0.13.tex	776	3B5959220860790B8DAC733E4AEA57C9485AF689D9CC3FE7F71BBE0B5F96120F	66396
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.13\HANDOVER_v1.0.13.md	24	36ACEC0EB141693A9FC5734DF7CC2EE53B85BD72D68A0D137C93EF3B5D954439	4345
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.13\plot_dqdv.py	135	1260440AF253649145315DDD4C2420C8BCCDF50311A4B4853AB50C2E808F3AFB	5694
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.13\sample_test_v1013.py	124	5546A7365ED8BFA552B393814BE0371ADE192C920DC4A6D858BA615C4049BC17	6510
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.13\test_regression_graphite.py	85	C8224F12CE3FBD2950099EA41C222AD51F8667C5899A1A7F7FD35E306C89E6E2	3774
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\Anode_Fit_v1.0.14.py	904	E3B9AE97CFB3A89B29B11D5B35322388747E22520E27EF7AF45AE934D15E4A44	53926
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\appendix_phase_separation.log	1032	D2DB7E48CB3738A37973BC1DD5828397F602553670D0AC5A23044E0904E82843	40185
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\appendix_phase_separation.tex	492	EE98A23DE960BC89241D8AE9A2FF7E23934D7006AC089F1F753BA5CF75B68B3E	33671
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\demo_lco_heat.py	73	84BFC0BB3FC061434FD1D0B1786B8D45FD45CC8193ED442C9784CFB7553C4E8A	4483
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\FITTING_GUIDE.md	99	2CED16E629AB578AE73814549502FC8FA7DB66D58C0A5639C9F1C4884486D72C	14387
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\graph_suite_v1014.py	145	A76A2603521F9F8B4DB8C8C7BF1945C294D367D7ABE2F724B3F6332E8870ED5C	8831
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\graphite_ica_ch1_v1.0.14.log	1672	C48C8B45A8EA80C842C25C648786AF99C672F0C6EF9422CB7715FE186F8E501D	61898
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\graphite_ica_ch1_v1.0.14.tex	3445	81504418D19FEDE367FEC601CBC36BE2B23FDCE7313E2125747A986DF7AE8F91	284030
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\graphite_ica_ch2_v1.0.14.log	1209	AC014B795D8F78730FF0EA55FF3E561FF85E6E41FAC51E02B49D7ED13745C179	45781
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\graphite_ica_ch2_v1.0.14.tex	794	F6D4BDDE684D620E11636786FACA010B9B254BC3EF351C9F1044F6D9E2CD1929	68762
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\HANDOVER_v1.0.14.md	26	77C5277356D4DF2AD1FEC7C92BDF7CA2FDDF921643AA55EEFBB25BB57DA82864	3923
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\HANDOVER_v1.0.15_KICKOFF.md	29	C7FF134F1330DEFBDA3EAFEB1AB638F2B28E89821D50B2C27E9C0E0D4F0161F6	5540
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\plot_dqdv.py	135	2BBA8E73FA6A85E9A204EBB138B9A53E477F4A118E9330F2281F506263DB0A3B	5694
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\sample_test_v1014.py	124	4233A17822535CD146D8141C8A0D7A949B89D0DD326AC33864B9B71FC8F1E901	6510
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.14\test_regression_graphite.py	85	4D65A109844AA6E910C3484EA411635590C5694157EC419F5B7FE9BD3D2236F4	3774
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\Anode_Fit_v1.0.15.py	895	6D80C20C6B2D15D8498C6FCFFFFBE4E54AF8F7FBE63E687FA936DE4DA6D354B2	53618
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\appendix_phase_separation.log	1032	9097B664F5D57718ECB43F6FCEE64CD834594E68B8B93B8ECD8AA32A17594C89	40185
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\appendix_phase_separation.tex	492	6AA941053D0EE7EA872B10A503CD19CDE84980680EB4FC08A3CF14AE6AF6F7F7	33671
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\CLOSING_v1.0.15.md	105	974E9E63747487766D8EDA4D0EB2D9CCB7296832826B06B6E3794FE2C60482BB	11683
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\demo_lco_heat.py	73	1ED16DD5985122612259D4C99A3E1FB5D4477934EF9B313914B6604A0232C224	4483
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\FITTING_GUIDE.md	99	2CED16E629AB578AE73814549502FC8FA7DB66D58C0A5639C9F1C4884486D72C	14387
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\graph_suite_v1015.py	145	0FA265FA0534861D333205EC3CA5F9EF1D02A4B5196E876AD36B6A7A42D4E96B	8831
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\graphite_ica_ch1_v1.0.15.log	1706	1012DE31B5C50658A0E76C8111171DD2F3C225C4F35C3942DC23058C78840FA8	63148
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\graphite_ica_ch1_v1.0.15.tex	3512	06B19CE111A04CE2393B887A07FEF6D984EABA3796A02159D91F62D01FF6ED19	292274
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\graphite_ica_ch2_v1.0.15.log	1239	051C895B9707FCB69E7CF8DC61EF0A12DECCB09C45A1A895EEB9986CBAA9D1B0	46840
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\graphite_ica_ch2_v1.0.15.tex	886	6E5EBD10FBE53FA69FC7DBC5B89CF1B69111D2FAE63432711DC0119EF2E229C1	75690
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\HANDOVER_v1.0.15.md	29	3541DEFA7722F8EC3C25984132971EEC92DD6F4A653B77B7820DBE4AAEC8EAF7	5209
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\plot_dqdv.py	135	3CBCA80DB9B8BC1051A7D8BB95049E275C28F8F01D777E2D5506AB6AE3E3CDD6	5694
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\sample_test_v1015.py	124	D26B949A4E69234A00B354DD0ABF44F8B82DB863B775DFB3A3B6CE45283EDF78	6510
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.15\test_regression_graphite.py	85	DD46DDED616905B354492216A13D656FF8A83841314AAEC6665B1BEF86A7A524	3774
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.16\Anode_Fit_v1.0.16.py	930	CF7C571E77C2A6ED9793DF87438418F79BE7CFAB68B8167C82DBF30736B6C621	56351
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.16\appendix_phase_separation.log	1032	70F35366B7A952D487CB2DA0B844B959B93507886EC2E69699D6F2416D87E780	40185
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.16\appendix_phase_separation.tex	492	6AA941053D0EE7EA872B10A503CD19CDE84980680EB4FC08A3CF14AE6AF6F7F7	33671
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.16\demo_lco_heat.py	73	D07982F3936409150768EDC4B2E567DA6B7E64D757A6B261D3BD1FF17AD1BDA5	4411
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.16\FITTING_GUIDE.md	115	A099B62C3F60C151CCF6ADE83D50C9FBDF394D047E1BCE09D61610418739B823	17669
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.16\graph_suite_v1016.py	145	9F911DECEF63002EE7D7535651C2E90D86C6AD8397BBEDA980AF7D79DB90A396	8831
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.16\graphite_ica_ch1_v1.0.16.log	1706	298FE49EBE6C79046C3A8804B4A6788D467440DBD3581ACABC29D3208048DBC3	63148
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.16\graphite_ica_ch1_v1.0.16.tex	3515	E23386C067DE8C7D5EFA82E776E7131B356D14D634FC66D229A8498F4B772695	292798
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.16\graphite_ica_ch2_v1.0.16.log	1240	8D9A3DC8F0F6751601E144734679B3CE8C95259AFE731FF6FB5326F96A167870	46840
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.16\graphite_ica_ch2_v1.0.16.tex	898	C5F93324935A752FDD05CDFC8CCB9B685BE822ED18FD84213AEC3354D3418FA7	76867
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.16\HANDOVER_v1.0.16.md	28	EB4DF75C9BD683121118EE1738E6295D79CC3804039210D46B00BD51966F51AB	3132
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.16\plot_dqdv.py	135	AFBC18391FB12E7710D482B9DB078C8D61C3D96A9F507EADF0F63D031E8F91E4	5559
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.16\sample_test_v1016.py	124	4F47419D0105F3034F2F7F754D641F48E57D2AE11F0F0A8B27F4AADADF6A99D4	6386
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.16\test_regression_graphite.py	85	9BF851CFEDB67E1C838D02A17D6369980C929BFDFEA4DC0C9744D97CAF3CA15A	3691
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.17\Anode_Fit_v1.0.17.py	930	CF7C571E77C2A6ED9793DF87438418F79BE7CFAB68B8167C82DBF30736B6C621	56351
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.17\appendix_phase_separation.log	1032	9BB1E7DDB10E6BF25787A0BBCFF8BB455EABBE696115C80F0203694C06246664	40185
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.17\appendix_phase_separation.tex	492	CB4DA5EE9AE20813E5604F5B45315F4E27F9AC139AD3E1CF4E20363DCB82B4C5	34046
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.17\demo_lco_heat.py	73	89583533736B60710434C877E074F7365DFB5ED47345B51097FB80CCDE148393	4411
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.17\FITTING_GUIDE.md	115	A099B62C3F60C151CCF6ADE83D50C9FBDF394D047E1BCE09D61610418739B823	17669
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.17\graph_suite_v1017.py	145	B0A6A87AE8BFC422D0181D87F5A9F8536A6BA897184E5553D9183C5FEC846795	8831
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.17\graphite_ica_ch1_v1.0.17.log	1706	644B70823345E5D826D689B594528253E855AA92824556ACB18C95B759DB220D	62839
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.17\graphite_ica_ch1_v1.0.17.tex	3520	B94FC78FCE5C4BE55691128DA418DB79C119C38CD133535357AEFF39C1B0D3D9	293357
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.17\graphite_ica_ch2_v1.0.17.log	1240	9C54E1E82F12EC515194E92E8E64A40801C97665B5251DB533350920CDE9CB64	46840
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.17\graphite_ica_ch2_v1.0.17.tex	898	12A080EADD988ACF45220E06B1B758146E59ECBA6AA123EC57B7DCB0E821E6E0	77935
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.17\HANDOVER_v1.0.17.md	32	4FE9D3CC7829AF267EFA386C4B04866D15ABE16144D6E8C55811A15DCB5408DB	5157
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.17\plot_dqdv.py	135	494535EB67E25D473ADE4CA4AFA425F505A802E4EB3325C165BF5BB698685192	5559
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.17\sample_test_v1017.py	124	73162FA0379FF5914E2CACD0F7171EA16675D779BC5E7F5FADBEF1803533136F	6386
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.17\test_regression_graphite.py	85	44F0C2A11D734F81A07C5EB9DF1D9D36C0BE5B6CD253C36416C395A0ED7F0F45	3691
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.1\Anode_Fit_v1.0.18.1.py	930	CF7C571E77C2A6ED9793DF87438418F79BE7CFAB68B8167C82DBF30736B6C621	56351
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.1\appendix_phase_separation.log	1032	35720C6374CEEF628C7E39277B6B8A3AAFA738400DB727082AD6B6C759A22A34	40185
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.1\appendix_phase_separation.tex	495	8ED814D70D5B6B9FCD2EC7704B2AC3D22EA38BCFEABC970E85139B0D11D8D8E8	34358
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.1\demo_lco_heat.py	73	B5494D68568934A262E3597F47704CB79D10E17C453AE759B8C40A345F411A0C	4417
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.1\FITTING_GUIDE.md	115	A099B62C3F60C151CCF6ADE83D50C9FBDF394D047E1BCE09D61610418739B823	17669
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.1\graph_suite_v1018_1.py	145	9D68F54A9D0E5DF43062832E952146880A68EAF676937C9752626C59271D0398	8857
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.1\graphite_ica_ch1_v1.0.18.1.log	1724	E4EB0B7FA72F415736510DD2D8CE730165C913C50B5A1C32ADCBF9F69E1E2784	63589
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.1\graphite_ica_ch1_v1.0.18.1.tex	3542	21E5533AE0C0CD454773AC6A8A5532342BE14D01677BF1A46AAB0B5ED37C458C	290957
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.1\graphite_ica_ch2_v1.0.18.1.log	1240	06D6C404B4002182940FD72628BF374B7166BAEEC57450C486A90CB996D8B2D7	46860
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.1\graphite_ica_ch2_v1.0.18.1.tex	898	39FE04C3BF00CDF03EDBA46F65E300F2ADDD381C4595299E7DA962ED6A476BAA	77945
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.1\HANDOVER_v1.0.18.1.md	23	DAE9C451DB45DB0A968EC5172DB20381ACF53EAEAFF378900E811EE7A8DC4D8A	3362
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.1\plot_dqdv.py	135	E64B81188120CEA10812E59F4CC69296BCEAE3808DF3A0280266A9DCB352C7D1	5567
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.1\sample_test_v1018_1.py	124	8E2891F53B3CF9EE0C691999B9C24B37C727BEEECFC98D6472CC7F9642FF7E38	6406
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.1\test_regression_graphite.py	85	2A36D1FA1DD5EE857184581ED0FFDD2C7A63B03165F119F5A7F1BC782AD3F5F4	3697
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\Anode_Fit_v1.0.18.2.py	975	A5FBBB7DCD4BF1549810D4ADEADC3E14D33B92311F65762931D4ABD1171272F2	59017
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\appendix_phase_separation.log	1032	A3712599E769ADE8F4EAEA586CDB775219C8209D315F1B535E730AC590D64743	40185
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\appendix_phase_separation.tex	495	B7E4D52244F7007DC4D8FF6B3DB96559BC734B2B6D822A327878D37159BD22CD	34358
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\demo_lco_heat.py	73	4248AA7E93FFA082EB6267A88EF3B29FD2E82EED821DC5831B1C496CCF143CB9	4417
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\FITTING_GUIDE.md	125	FEC3F94209EC08F4E2601D957ABAFE74805C95D1B568AFFFE977EA3A41D893EC	19534
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\graph_suite_v1018_2.py	145	A9A769E74C78E9F9BBA34ECBB8849F69CA6DCDE73D37CFC2D9BF7206C9FC8769	8857
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\graphite_ica_ch1_v1.0.18.2.log	1743	1FFEFC442482C6EF216CE94A3B2FB837FED3ADCA92F5DFCC61D414D793584D1A	63933
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\graphite_ica_ch1_v1.0.18.2.tex	3544	28F4DE71AF0BD293DE68A379A3ACF247794A3A32D362A9D93B01172100E33CF9	291324
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\graphite_ica_ch2_v1.0.18.2.log	1252	AA3BE3FEEA2861D54FB8440C5A277B605B477AAE2D5A53C1F0DE7AAE6F20B6C2	47558
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\graphite_ica_ch2_v1.0.18.2.tex	958	ED548C8CEF942B6B9CFB6A7F8F157AEB14684971370D204AB67CCC84D377473B	83133
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\HANDOVER_v1.0.18.2.md	29	B481160FAAB8583C4ACD72A422AE8FF29E06AA98F60FC4CFD89DB3BE938DD209	4006
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\plot_dqdv.py	135	51E9660D039920C89E506DD97C0BFB4C13F18D6627AAF7507F12C8DE68F12CF1	5567
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\ROADMAP_future_physics.md	49	FEDDE051B920AF1550E0408B744CA8DAF98A01D058AAB5341A930D9A9ABDC39E	6047
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\sample_test_v1018_2.py	124	3161E96CF60B5AF6E31588F5C186EFB6BCB4DE0C59BF01E102DAEE3615B22268	6406
D:\Projects\Project_Anode_Fit\Claude\docs\v1.0.18.2\test_regression_graphite.py	85	F55F64B135646DC2427B90E1DEBD2B908DBB2626CCC310016CC6742D433E8E87	3697
