"matrix_id","chapter_bibliography","bib_key","bib_file","bib_start_line","bib_end_line","raw_entry","resolved_identifier","identity_status","metadata_title","metadata_first_author_family","metadata_year","metadata_container","identity_manual_review_flags","citation_occurrence_count","citation_source_files","citation_source_lines","citation_contexts","support_statuses","claim_assessment_state","claim_assessment_ids","claim_assessment_severities","claim_assessment_findings","required_corrections"
"REF-011","Ch1","mckinnon1983","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","16","16","W. R. McKinnon and R. R. Haering, ``Physical Mechanisms of Intercalation,'' in \emph{Modern Aspects of Electrochemistry}, No.~15 (R. E. White, J. O'M. Bockris, B. E. Conway, eds.), Plenum Press (1983), pp.~235--304 --- 격자기체 삽입 등온선의 원전.","https://doi.org/10.1007/978-1-4615-7461-3_4","IDENTITY_CONFIRMED","","","","","NO_DOI_IN_ENTRY","3","_sections/ch1_sec02a_part0.tex","158 || 165 || 169","_sections/ch1_sec02a_part0.tex:158 :: \cite{mckinnon1983} 이다. 식~\eqref{eq:sm-bare} 의 $\langle n\rangle^{0}$ 은 준위 하나의 평균 전자 점유를 || _sections/ch1_sec02a_part0.tex:165 :: 등온선\cite{mckinnon1983} 의 원형$\cdot$확장에 각각 대응한다: || _sections/ch1_sec02a_part0.tex:169 :: 본문 & McKinnon--Haering\cite{mckinnon1983} 대응(격자기체) \\","not retrieved","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-013","Low","directness=NOT_RETRIEVED; transferability=UNVERIFIED; claim_strength=NOT_VERIFIED; evidence=Local bibliography: _sections/ch1v22_bib.tex:16; primary chapter NOT_RETRIEVED","Add page/equation locators from the chapter or downgrade the attribution to historical background."
"REF-012","Ch1","dreyer2010","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","17","17","W. Dreyer \emph{et al.}, ``The thermodynamic origin of hysteresis in insertion batteries,'' \emph{Nature Materials} \textbf{9}, 448 (2010). DOI: 10.1038/nmat2730.","10.1038/nmat2730","DOI_METADATA_RETRIEVED","The thermodynamic origin of hysteresis in insertion batteries","Dreyer","2010","Nature Materials","","7","_sections/ch1_sec04_hys.tex || _sections/ch1_sec07_broadening.tex","14 || 144 || 245 || 7 || 72 || 78 || 83","_sections/ch1_sec04_hys.tex:14 :: Dreyer 등의 열역학 분석이다\cite{dreyer2010,dreyer2011}. \emph{준안정 가지}(metastable branch)는 || _sections/ch1_sec04_hys.tex:245 :: 남는다는 영전류 극한의 실측 갈림\cite{dreyer2010} 과 부호가 일치한다. || _sections/ch1_sec04_hys.tex:7 :: 같은 전이를 서로 다른 준안정 가지로 과주행해 중심이 갈라진다(삽입형 전극 히스테리시스의 열역학적 기원\cite{dreyer2010}). || _sections/ch1_sec07_broadening.tex:144 :: 아님), 다입자 앙상블 평형의 표준 그림\cite{dreyer2010,dreyer2011} 은 (iii-a) 평탄역까지이고 --- 그 골격 밖에 얹히는 (iii-b) 입자간 $\eta$ 산포가 여기서 이 || _sections/ch1_sec07_broadening.tex:72 :: 것이 거시적 \emph{평탄역}이다(삽입 전지 다입자 평형의 표준 그림; Dreyer 등\cite{dreyer2010,dreyer2011}). || _sections/ch1_sec07_broadening.tex:78 :: gap(식~\eqref{eq:dUhys})은 같은 Dreyer 다입자 열역학\cite{dreyer2010,dreyer2011} 의 두 얼굴이다. 대응은 || _sections/ch1_sec07_broadening.tex:83 :: 본문 & Dreyer\cite{dreyer2010,dreyer2011} 결과(개념) \\","insufficient || supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-014 || SRC-EX-015","High || Info","directness=DIRECT; transferability=BOUNDED_TRANSFER; claim_strength=SUPPORTED; evidence=Local: _sections/ch1_sec04_hys.tex:7-14,245 and _sections/ch1_sec07_broadening.tex:68-74; official abstract: https://www.nature.com/articles/nmat2730 || directness=INSUFFICIENT; transferability=BOUNDED_TRANSFER; claim_strength=OVERSTATED; evidence=Local: _sections/ch1_sec07_broadening.tex:76-86,144; official abstract: https://www.nature.com/articles/nmat2730","NONE || Replace 'same result/two faces' at equation level with 'conceptual analogy'; cite a source that derives the exact formula or identify it as Ch1's own regular-solution construction."
"REF-013","Ch1","dreyer2011","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","18","18","W. Dreyer, C. Guhlke, and M. Herrmann, ``Hysteresis and phase transition in many-particle storage systems,'' \emph{Contin. Mech. Thermodyn.} \textbf{23}(3), 211--231 (2011). DOI: 10.1007/s00161-010-0178-1. [many-particle 준안정성$\cdot$순차 전환의 이론 상세 --- dreyer2010 의 동반 논문.]","10.1007/s00161-010-0178-1","DOI_METADATA_RETRIEVED","Hysteresis and phase transition in many-particle storage systems","Dreyer","2011","Continuum Mechanics and Thermodynamics","","5","_sections/ch1_sec04_hys.tex || _sections/ch1_sec07_broadening.tex","14 || 144 || 72 || 78 || 83","_sections/ch1_sec04_hys.tex:14 :: Dreyer 등의 열역학 분석이다\cite{dreyer2010,dreyer2011}. \emph{준안정 가지}(metastable branch)는 || _sections/ch1_sec07_broadening.tex:144 :: 아님), 다입자 앙상블 평형의 표준 그림\cite{dreyer2010,dreyer2011} 은 (iii-a) 평탄역까지이고 --- 그 골격 밖에 얹히는 (iii-b) 입자간 $\eta$ 산포가 여기서 이 || _sections/ch1_sec07_broadening.tex:72 :: 것이 거시적 \emph{평탄역}이다(삽입 전지 다입자 평형의 표준 그림; Dreyer 등\cite{dreyer2010,dreyer2011}). || _sections/ch1_sec07_broadening.tex:78 :: gap(식~\eqref{eq:dUhys})은 같은 Dreyer 다입자 열역학\cite{dreyer2010,dreyer2011} 의 두 얼굴이다. 대응은 || _sections/ch1_sec07_broadening.tex:83 :: 본문 & Dreyer\cite{dreyer2010,dreyer2011} 결과(개념) \\","insufficient || supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-016 || SRC-EX-017","High || Info","directness=DIRECT; transferability=BOUNDED_TRANSFER; claim_strength=SUPPORTED; evidence=Local: _sections/ch1_sec07_broadening.tex:68-74; official repository: https://oa.tib.eu/renate/items/59447878-08a6-4b71-95b0-268d471e36f2 || directness=INSUFFICIENT; transferability=BOUNDED_TRANSFER; claim_strength=OVERSTATED; evidence=Local: _sections/ch1_sec07_broadening.tex:76-86,144; official repository: https://oa.tib.eu/renate/items/59447878-08a6-4b71-95b0-268d471e36f2","Downgrade the equation-level identity to a conceptual correspondence and separately derive/cite the exact Ch1 formula. || NONE"
"REF-014","Ch1","bloom2005","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","19","19","I. Bloom \emph{et al.}, ``Differential voltage analyses of high-power, lithium-ion cells,'' \emph{J. Power Sources} \textbf{139}, 295 (2005). DOI: 10.1016/j.jpowsour.2004.07.021.","10.1016/j.jpowsour.2004.07.021","DOI_METADATA_RETRIEVED","Differential voltage analyses of high-power, lithium-ion cells","Bloom","2005","Journal of Power Sources","","1","_sections/ch1_sec00_intro.tex","8","_sections/ch1_sec00_intro.tex:8 :: $\dd Q/\dd V$ 를 관측 대상으로 삼는다 \cite{bloom2005,dubarry2012}. 흑연은 리튬을 받아들이며 staging","misattributed","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-018","Medium","directness=MISATTRIBUTED; transferability=BOUNDED_TRANSFER; claim_strength=OVERSTATED; evidence=Local: _sections/ch1_sec00_intro.tex:8; publisher record: https://www.sciencedirect.com/science/article/abs/pii/S0378775304008146","Cite Bloom only for dV/dQ differential-voltage analysis and add a primary ICA source for dQ/dV."
"REF-015","Ch1","weppner_huggins1977","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","20","20","W. Weppner and R. A. Huggins, ``Determination of the Kinetic Parameters of Mixed-Conducting Electrodes and Application to the System Li$_3$Sb,'' \emph{J. Electrochem. Soc.} \textbf{124}(10), 1569--1578 (1977). DOI: 10.1149/1.2133112. [GITT 원전 --- 준평형 OCV 측정법.]","10.1149/1.2133112","DOI_METADATA_RETRIEVED","Determination of the Kinetic Parameters of Mixed‐Conducting Electrodes and Application to the System Li3Sb","Weppner","1977","Journal of The Electrochemical Society","","3","_sections/ch1_sec01_n0n1.tex","213 || 228 || 233","_sections/ch1_sec01_n0n1.tex:213 :: GITT(galvanostatic intermittent titration technique)\cite{weppner_huggins1977} --- 이 준평형 OCV 곡선의 || _sections/ch1_sec01_n0n1.tex:228 :: Weppner--Huggins 의 GITT\cite{weppner_huggins1977} 가 재는 그 양이고, 식~\eqref{eq:vn} 의 분극 보정 || _sections/ch1_sec01_n0n1.tex:233 :: 본문 & Weppner--Huggins\cite{weppner_huggins1977}(GITT) 대응 \\","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-019","Low","directness=PARTIAL; transferability=BOUNDED_TRANSFER; claim_strength=SUPPORTED; evidence=Local: _sections/ch1_sec01_n0n1.tex:213,228,233; DOI: https://doi.org/10.1149/1.2133112","NONE"
"REF-016","Ch1","baek_pilon2022","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","21","21","S. W. Baek, M. Saber, A. Van der Ven, and L. Pilon, ``Thermodynamic Analysis and Interpretative Guide to Entropic Potential Measurements of Lithium-Ion Battery Electrodes,'' \emph{J. Phys. Chem. C} \textbf{126}(14), 6096--6110 (2022). DOI: 10.1021/acs.jpcc.1c10414. [전위차 엔트로피 측정$\leftrightarrow$상전이 유형 해석 리뷰, tier B --- load-bearing 주장엔 1차 문헌 병기.]","10.1021/acs.jpcc.1c10414","DOI_METADATA_RETRIEVED","Thermodynamic Analysis and Interpretative Guide to Entropic Potential Measurements of Lithium-Ion Battery Electrodes","Baek","2022","The Journal of Physical Chemistry C","","2","_sections/ch1_sec01_n0n1.tex","218 || 247","_sections/ch1_sec01_n0n1.tex:218 :: \cite{baek_pilon2022} 가 정리한다 --- 본문의 단상 폭(\S\ref{sec:width})$\cdot$두-상 || _sections/ch1_sec01_n0n1.tex:247 :: Baek--Pilon 의 전위차 엔트로피 해석 지도\cite{baek_pilon2022} 다 --- 변수 대응은 측정 기울기","supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-020","Info","directness=DIRECT; transferability=BOUNDED_TRANSFER; claim_strength=SUPPORTED; evidence=Local: _sections/ch1_sec01_n0n1.tex:218,247; official abstract: https://pubs.acs.org/doi/abs/10.1021/acs.jpcc.1c10414","NONE"
"REF-017","Ch1","dubarry2012","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","22","22","M. Dubarry, C. Truchot, B. Y. Liaw, ``Synthesize battery degradation modes via a diagnostic and prognostic model,'' \emph{J. Power Sources} \textbf{219}, 204 (2012). DOI: 10.1016/j.jpowsour.2012.07.016.","10.1016/j.jpowsour.2012.07.016","DOI_METADATA_RETRIEVED","Synthesize battery degradation modes via a diagnostic and prognostic model","Dubarry","2012","Journal of Power Sources","","1","_sections/ch1_sec00_intro.tex","8","_sections/ch1_sec00_intro.tex:8 :: $\dd Q/\dd V$ 를 관측 대상으로 삼는다 \cite{bloom2005,dubarry2012}. 흑연은 리튬을 받아들이며 staging","not retrieved","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-021","Low","directness=NOT_RETRIEVED; transferability=UNVERIFIED; claim_strength=NOT_VERIFIED; evidence=Local: _sections/ch1_sec00_intro.tex:8 and _sections/ch1v22_bib.tex:22; DOI: https://doi.org/10.1016/j.jpowsour.2012.07.016","Retain only as background until the source passage tying the paper to dQ/dV is directly checked."
"REF-018","Ch1","swiderska2019","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","23","23","A. {\'S}widerska-Mocek, E. Rudnicka, and A. Lewandowski, ``Temperature coefficients of Li-ion battery single electrode potentials and related entropy changes---revisited,'' \emph{Phys. Chem. Chem. Phys.} \textbf{21}, 2115 (2019). DOI: 10.1039/c8cp06638h. [LiCoO$_2$ 단전극 $\partial\phi/\partial T\approx+0.83$ mV/K, tier B.]","10.1039/c8cp06638h","DOI_METADATA_RETRIEVED","Temperature coefficients of Li-ion battery single electrode potentials and related entropy changes – revisited","Swiderska-Mocek","2019","Physical Chemistry Chemical Physics","FIRST_AUTHOR_NOT_MATCHED_BY_SIMPLE_PROBE","2","_sections/ch1_appA_signcheck.tex || _sections/ch1_sec01_n0n1.tex","216 || 82","_sections/ch1_appA_signcheck.tex:82 :: R6 & LCO 중심 부호: 대표 단전극 $\dd\phi/\dd T\approx+0.83$ mV/K(tier B)\cite{swiderska2019} 역대입. || _sections/ch1_sec01_n0n1.tex:216 :: 기울기를 읽는 전위차 엔트로피법이 직접 측정이며\cite{reynier2003,swiderska2019}, 측정된 부호$\cdot$모양을","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","EX-011","Medium","The source can support the reported sign and specimen/protocol scale, but the electrode-potential extraction assumes negligible thermal diffusion potential and is not a universal composition-independent LCO coefficient.","Keep it as a protocol-qualified sign/scale check; do not use it as a universal parameter or a full-cell coefficient."
"REF-019","Ch1","leviaurbach1999","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","24","24","M. D. Levi and D. Aurbach, ``Frumkin intercalation isotherm --- a tool for the description of lithium insertion into host materials: a review,'' \emph{Electrochim. Acta} \textbf{45}, 167--185 (1999). DOI: 10.1016/S0013-4686(99)00202-9. [내재 평형 폭$\cdot$Frumkin 등온선.]","10.1016/s0013-4686(99)00202-9","DOI_METADATA_RETRIEVED","Frumkin intercalation isotherm — a tool for the description of lithium insertion into host materials: a review","Levi","1999","Electrochimica Acta","","2","_sections/ch1_sec07_broadening.tex","19 || 48","_sections/ch1_sec07_broadening.tex:19 :: $\dd\xi/\dd V$, \S\ref{sec:dist}; Levi--Aurbach\cite{leviaurbach1999}) --- 폭이 식~\eqref{eq:wbase} 의 평형 || _sections/ch1_sec07_broadening.tex:48 :: 온다(Levi--Aurbach\cite{leviaurbach1999}) --- 이 몫은 전류와 무관한 \emph{평형 자체의 잔여 폭}이라 $|I|\!\to\!0$ 에서도","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-022","Medium","directness=PARTIAL; transferability=SAME_SYSTEM; claim_strength=UNDERQUALIFIED; evidence=Local: _sections/ch1_sec07_broadening.tex:17-19,46-51; institutional record: https://cris.biu.ac.il/en/publications/frumkin-intercalation-isotherm-a-tool-for-the-description-of-lith-4/","Restrict the citation to the qualitative Frumkin/isotherm basis; identify RT/F scaling and all 0.012-0.020 V fallback widths as Ch1 derivations or fit assumptions unless a primary locator is added."
"REF-020","Ch1","rsc2021","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","25","25","H. Onuma, K. Kubota, S. Muratsubaki, W. Ota, M. Shishkin, H. Sato, K. Yamashita, S. Yasuno, and S. Komaba, ``Phase evolution of electrochemically potassium intercalated graphite,'' \emph{J. Mater. Chem. A} \textbf{9}, 11187--11200 (2021). DOI: 10.1039/D0TA12607A. [저자$\cdot$제목$\cdot$권쪽은 Crossref 로 확정. 흑연 staging 전이별 1차/연속 구분(dilute$\cdot$4L--3L $=$ solid-solution plateau 없음, 나머지 $=$ two-phase plateau)은 이 문헌이 \emph{비교}로 정리한 흑연 삽입 상전이 순서에서 읽음 --- K-graphite 가 주제이나 Li-graphite staging 순서를 대조 제시(tier B, 비교 인용).]","10.1039/d0ta12607a","DOI_METADATA_RETRIEVED","Phase evolution of electrochemically potassium intercalated graphite","Onuma","2021","Journal of Materials Chemistry A","","1","_sections/ch1_sec07_broadening.tex","17","_sections/ch1_sec07_broadening.tex:17 :: 가리킨다. 이들은 plateau 가 없는 연속 등온선이라\cite{rsc2021}, 단일 입자 평형 dQ/dV 가 \S\ref{sec:width} 의 logistic 미분","misattributed","CLAIM_LEVEL_OVERRIDE_RECORDED","EX-007","High","The paper's primary system is K-graphite. Any Li-graphite staging sequence is comparative context, not direct evidence for a universal Li-graphite continuous-isotherm classification.","Replace the load-bearing Li-graphite claim with a direct Li-graphite operando diffraction/thermodynamic source; retain this paper only as an explicitly labeled K-graphite comparison."
"REF-021","Ch1","fly2020","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","26","26","A. Fly and R. Chen, ``Rate dependency of incremental capacity analysis (d$Q$/d$V$) as a diagnostic tool for lithium-ion batteries,'' \emph{J. Energy Storage} \textbf{29}, 101329 (2020). DOI: 10.1016/j.est.2020.101329. [C-rate$\uparrow$ 일수록 peak 고전위 이동$\cdot$둔화 --- 동역학 비대칭 꼬리. 저자$\cdot$제목$\cdot$DOI 연도는 Crossref 로 확정(저자 2인 A.~Fly, R.~Chen --- 권 \textbf{29}, 아티클 101329).]","10.1016/j.est.2020.101329","DOI_METADATA_RETRIEVED","Rate dependency of incremental capacity analysis (dQ/dV) as a diagnostic tool for lithium-ion batteries","Fly","2020","Journal of Energy Storage","","1","_sections/ch1_sec07_broadening.tex","44","_sections/ch1_sec07_broadening.tex:44 :: \emph{소멸}한다($L_V\propto|I|$ --- \S\ref{sec:lag}; Fly 등\cite{fly2020}).","not retrieved","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-023","High","directness=NOT_RETRIEVED; transferability=UNVERIFIED; claim_strength=NOT_VERIFIED; evidence=Local: _sections/ch1_sec07_broadening.tex:40-44; DOI: https://doi.org/10.1016/j.est.2020.101329","Until the primary text is retrieved, cite Fly only as an unverified candidate for qualitative rate dependence; label L_V proportional to |I|, the exponential memory kernel, and zero-current disappearance as Ch1 model results requiring independent validation."
"REF-022","Ch1","dahn1995","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","27","27","J. R. Dahn, T. Zheng, Y. Liu, and J. S. Xue, ``Mechanisms for Lithium Insertion in Carbonaceous Materials,'' \emph{Science} \textbf{270}(5236), 590--593 (1995). DOI: 10.1126/science.270.5236.590. [탄소 음극의 구조 무질서$\cdot$흑연화도와 리튬 삽입의 \emph{intra-particle} 용량 한계 통계($x_{\max}=1-P$ site-blocking 무질서 모델). \emph{용량-한계 예시}로 인용 --- 비-크기 구조 무질서가 실재함은 보이나, inter-particle 의 apparent-U($\eta$) 분포 형상을 직접 정량하는 1차 근거는 아님(tier C 근거미발견).]","10.1126/science.270.5236.590","DOI_METADATA_RETRIEVED","Mechanisms for Lithium Insertion in Carbonaceous Materials","Dahn","1995","Science","","1","_sections/ch1_sec07_broadening.tex","284","_sections/ch1_sec07_broadening.tex:284 :: 모델\cite{dahn1995}은 비-크기 구조 무질서가 실재함을 보이는 \emph{용량-한계 예시}일 뿐, inter-particle","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-024","Low","directness=PARTIAL; transferability=BOUNDED_TRANSFER; claim_strength=BACKGROUND_ONLY; evidence=Local: _sections/ch1_sec07_broadening.tex:284 and _sections/ch1v22_bib.tex:27; DOI: https://doi.org/10.1126/science.270.5236.590","NONE"
"REF-023","Ch1","park2021","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","28","28","J. H. Park, H. Yoon, Y. Cho, and C.-Y. Yoo, ``Investigation of Lithium Ion Diffusion of Graphite Anode by the Galvanostatic Intermittent Titration Technique,'' \emph{Materials} \textbf{14}(16), 4683 (2021). DOI: 10.3390/ma14164683. [흑연 하프셀 GITT --- 준평형 OCP 가 입자 크기$\cdot$전극 형상 무관 staging 전위 상수임을 보고; $D_\mathrm{Li}\approx10^{-11}$--$4\times10^{-10}$ cm$^2$/s. 서지는 Crossref 재확인.]","10.3390/ma14164683","DOI_METADATA_RETRIEVED","Investigation of Lithium Ion Diffusion of Graphite Anode by the Galvanostatic Intermittent Titration Technique","Park","2021","Materials","","4","_sections/ch1_sec07_broadening.tex","106 || 272 || 294 || 63","_sections/ch1_sec07_broadening.tex:106 :: 입자 크기$\cdot$전극 형상과 무관한 상수로 주므로\cite{park2021} 마이크론 흑연에서 입자별 평형 $U_j$ 의 산포 $\approx0$ 으로 둔다 --- || _sections/ch1_sec07_broadening.tex:272 :: 흑연의 GITT 실측 확산계수 $D\approx10^{-11}$--$4\times10^{-10}$ cm$^2$/s\cite{park2021} 로 평형화 || _sections/ch1_sec07_broadening.tex:294 :: \emph{넓힐} 뿐 평형 중심 $U_j$ 를 옮기지 않는다 --- (iii-b) 의 GITT 한정과 동일\cite{park2021}). || _sections/ch1_sec07_broadening.tex:63 :: GITT(galvanostatic intermittent titration technique)\cite{park2021} 의 직접 증거가 아니라 동형","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","EX-006","High","The paper supports graphite GITT diffusion/relaxation behavior and reported staging potentials for its specimens. It does not prove a universal zero interparticle equilibrium-potential distribution or universal geometry independence.","Retain the diffusion and specimen-level staging evidence; remove the approximately-zero universal U_j-spread inference or mark it as a modeling prior requiring ensemble evidence."
"REF-024","Ch1","reynier2003","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","29","29","Y. Reynier, R. Yazami, and B. Fultz, ``The entropy and enthalpy of lithium intercalation into graphite,'' \emph{J. Power Sources} \textbf{119--121}, 850--855 (2003). DOI: 10.1016/S0378-7753(03)00285-4. [흑연 삽입 엔트로피$\cdot$엔탈피 실측 --- 부호$\cdot$스케일 anchor(tier B), 전이별 정밀값 아님.]","10.1016/s0378-7753(03)00285-4","DOI_METADATA_RETRIEVED","The entropy and enthalpy of lithium intercalation into graphite","Reynier","2003","Journal of Power Sources","","6","_sections/ch1_sec01_n0n1.tex || _sections/ch1_sec10_sum.tex || _sections/ch2_sec02_config.tex || _sections/ch2_sec03_vibel.tex","137 || 216 || 252 || 30 || 31 || 37","_sections/ch1_sec01_n0n1.tex:216 :: 기울기를 읽는 전위차 엔트로피법이 직접 측정이며\cite{reynier2003,swiderska2019}, 측정된 부호$\cdot$모양을 || _sections/ch1_sec01_n0n1.tex:252 :: 합(config$+$vib$+$elec, Part T)과 1차 문헌(\cite{reynier2003,allart2018})으로 확정한다(tier B 1차 병기 규약). || _sections/ch1_sec10_sum.tex:30 :: J/(mol\,K) 스케일은 흑연 삽입 엔트로피 실측\cite{reynier2003} 과 정합(전이별 정밀값 아님 --- tier B).} || _sections/ch2_sec02_config.tex:137 :: $2\to1$($x\approx0.5$)에서 급변을 보인다고 보고한다 \cite{reynier2003,allart2018}. 정량으로는 전극 || _sections/ch2_sec03_vibel.tex:31 :: \emph{음의 baseline}을 만든다(Reynier 의 ``second contribution'') \cite{reynier2003}. 저-$x$ 에서는 || _sections/ch2_sec03_vibel.tex:37 :: $\Delta S_\vib=\partial S_\vib/\partial x$ 의 고-$x$ 음 baseline 은 Reynier 등\cite{reynier2003} 의 실측 흑연","partially supports || supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-025 || SRC-EX-026","Info || Medium","directness=DIRECT; transferability=SAME_SYSTEM; claim_strength=SUPPORTED; evidence=Local: _sections/ch2_sec02_config.tex:134-147 and _sections/ch2_sec03_vibel.tex:29-44; publisher full page: https://www.sciencedirect.com/science/article/pii/S0378775303002854 || directness=PARTIAL; transferability=SAME_SYSTEM; claim_strength=UNDERQUALIFIED; evidence=Local: _sections/ch1_sec10_sum.tex:23-40 and _sections/ch2_sec02_config.tex:143-163; publisher: https://www.sciencedirect.com/science/article/pii/S0378775303002854","NONE || Relabel the four numbers as model-initialization values mapped from profile regions, not direct Reynier transition-center measurements."
"REF-025","Ch1","persson2010","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","30","30","K. Persson, V. A. Sethuraman, L. J. Hardwick, Y. Hinuma, Y. S. Meng, A. van der Ven, V. Srinivasan, R. Kostecki, and G. Ceder, ``Lithium Diffusion in Graphitic Carbon,'' \emph{J. Phys. Chem. Lett.} \textbf{1}, 1176--1180 (2010). DOI: 10.1021/jz100188d. [제일원리$+$실측 Li-흑연 확산 --- 이동 장벽 스케일(tier C).]","10.1021/jz100188d","DOI_METADATA_RETRIEVED","Lithium Diffusion in Graphitic Carbon","Persson","2010","The Journal of Physical Chemistry Letters","","1","_sections/ch1_sec10_sum.tex","50","_sections/ch1_sec10_sum.tex:50 :: 만충에서 감소하는 DFT(density functional theory) 활성화 경향\cite{persson2010,persson2010b} 에 맞춘","insufficient","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-027","High","directness=INSUFFICIENT; transferability=SAME_SYSTEM; claim_strength=NOT_VERIFIED; evidence=Local: _sections/ch1_sec10_sum.tex:45-52; institutional record: https://escholarship.org/uc/item/2tx6p73k","Remove this citation from the decreasing-activation-trend sentence or replace it with a source that explicitly reports that composition trend."
"REF-026","Ch1","persson2010b","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","31","31","K. Persson, Y. Hinuma, Y. S. Meng, A. Van der Ven, and G. Ceder, ``Thermodynamic and kinetic properties of the Li-graphite system from first-principles calculations,'' \emph{Phys. Rev. B} \textbf{82}, 125416 (2010). DOI: 10.1103/PhysRevB.82.125416. [Li-흑연 열역학$\cdot$동역학 제일원리 --- 조성 의존 경향의 근거(tier C).]","10.1103/physrevb.82.125416","DOI_METADATA_RETRIEVED","Thermodynamic and kinetic properties of the Li-graphite system from first-principles calculations","Persson","2010","Physical Review B","","1","_sections/ch1_sec10_sum.tex","50","_sections/ch1_sec10_sum.tex:50 :: 만충에서 감소하는 DFT(density functional theory) 활성화 경향\cite{persson2010,persson2010b} 에 맞춘","contradicts","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-028","High","directness=DIRECT; transferability=SAME_SYSTEM; claim_strength=CONTRADICTED; evidence=Local: _sections/ch1_sec10_sum.tex:45-52; author PDF: https://perssongroup.lbl.gov/papers/physrevb2010-ligraphite.pdf; DOI: https://doi.org/10.1103/PhysRevB.82.125416","Delete the statement that the decreasing 48-to-40 kJ/mol sequence matches Persson DFT; either reverse/re-derive the trend on a comparable basis or label the fitted sequence as unsupported initialization values."
"REF-027","Ch1","cogswell2012","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","32","32","D. A. Cogswell and M. Z. Bazant, ``Coherency Strain and the Kinetics of Phase Separation in LiFePO$_4$ Nanoparticles,'' \emph{ACS Nano} \textbf{6}, 2215--2225 (2012). DOI: 10.1021/nn204177u. [상분리 입자 전극의 계면 에너지 논의 참조 --- 본 문건 $\gamma$ 수치의 출처 아님(스케일 상정은 tier C).]","10.1021/nn204177u","DOI_METADATA_RETRIEVED","Coherency Strain and the Kinetics of Phase Separation in LiFePO<sub>4</sub> Nanoparticles","Cogswell","2012","ACS Nano","","1","_sections/ch1_sec07_broadening.tex","257","_sections/ch1_sec07_broadening.tex:257 :: tier C; 상분리 입자 전극의 계면 에너지 논의는 Cogswell--Bazant\cite{cogswell2012} 참조. 아래는 상한","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-029","Low","directness=INDIRECT; transferability=BOUNDED_TRANSFER; claim_strength=BACKGROUND_ONLY; evidence=Local: _sections/ch1_sec07_broadening.tex:257 and _sections/ch1v22_bib.tex:32; full text: https://arxiv.org/abs/1110.3877","NONE"
