"version","relative_path","extension","snapshot_sha256","local_sha256","status","content_relation"
"v1.0.10","test_regression_graphite.py",".py","8aee1f5e82855614f3e5b32e531701a87f798d65b4b746fdbdb20e7f11d954f1","b12af2bce63016d4a2ed82ef9f4896be9b2efd9b69e02bb71a93af9c88c89a20","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.10","V1010_HANDOVER_INTEGRITY_REPORT.md",".md","1ca778092f7ff65a0619c91a9948e1ac3b31a89e4bf2c341492dd4c3d9192cd3","0ee284fddaaeda290e6de2c74dfa3d7b5d84a047ca6abea626ccf3aac545003c","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.10","V1010_PROBLEM_REPORT.md",".md","a20894b1c798d6318a63e16a16ca21fe0d71aed3e178444a78401c0a91103f5c","7615a7a3960c8c28b53ad92c7113c593ad910eb10516ac39637f60f773d05cdf","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.11","__pycache__/Anode_Fit_v1.0.11.cpython-312.pyc",".pyc",,"04ee7606a2feb27557282e0068d320523a4cc915f5b77000e6cd53c1c24043fa","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.11","Anode_Fit_v1.0.11.py",".py","19e9c2be56d32fb638ea3ceece3369111781bb86a5edb7bd660b2806df373a2b","f09e6e72aee0709351a506d44d138cc5a837de34fdaebb21b579de140e347542","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.11","demo_lco_heat.py",".py","21080f7f9676743d94089609d783b7439a62f3a8ea73f86f81e9af74fbb2c806","f8636a7fe73e8e690c659c1abaaa42c924e007a908a8960639d765d6eba94272","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.11","FITTING_GUIDE.md",".md","1453f306d7d56c1df2c4270ad5016b6457a8bcb9e550e1fafa9e1e61be515b16","4b314f0b68c4ff1d5b5f07fbec79a296de20962c9b8a9da064618ec60553dff8","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.11","graphite_ica_ch1_v1.0.11.aux",".aux",,"0289977812ba54e1b8dec35b3a4a112c7aa561525a30240be0e50f642fa11389","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.11","graphite_ica_ch1_v1.0.11.log",".log",,"2d2d105fdd28acf9c16bd2c8013268b6a08a6eb45b6c3e742f33abcdc4af96e3","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.11","graphite_ica_ch1_v1.0.11.out",".out",,"215c9a4d0d9ebf43f19510926eaf779ba9ed810bf8c662316881985d49ae35a3","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.11","graphite_ica_ch1_v1.0.11.pdf",".pdf","e3bd50298c87a8644b17ecc2f6119c1d06bd0852d84e0ae8be291ea720abe972","e3bd50298c87a8644b17ecc2f6119c1d06bd0852d84e0ae8be291ea720abe972","MATCH","BYTE_MATCH"
"v1.0.11","graphite_ica_ch1_v1.0.11.tex",".tex","dc53b0df2033ea536bdbcb119b0047be40cad1a033c3c283c878d895fa91de5c","583b8cd3dc82e66b015cb65b52896640ebb509fc7ac30fc7ffdcec18ec725550","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.11","graphite_ica_ch1_v1.0.11.toc",".toc",,"bfef2e1eb310d36a972865a886ab71b7cd7dac97af9092b805ce44c31496313c","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.11","graphite_ica_ch2_v1.0.11.aux",".aux",,"507268fcfa408c644bf7d5f0f849a58bcfc872b5b348d4267c7ca1af86bfa32f","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.11","graphite_ica_ch2_v1.0.11.log",".log",,"f4f2694f55d1e8029e7857faddac5cd137652f639d6cef2eb16ddb4c409dade8","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.11","graphite_ica_ch2_v1.0.11.out",".out",,"56564bf0d416a2c453c9360fad8b6cf7637a1bcf6018abeb7635e0fe8665d49c","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.11","graphite_ica_ch2_v1.0.11.pdf",".pdf","9b03659514c3ed8bfc57275bf43eadd0a95e8de832d2cba53b2119610f9b5692","9b03659514c3ed8bfc57275bf43eadd0a95e8de832d2cba53b2119610f9b5692","MATCH","BYTE_MATCH"
"v1.0.11","graphite_ica_ch2_v1.0.11.tex",".tex","e7d3b6919f7f20e7a0083048aeb101d96b69908fbc55b2a8542b76a043ef322e","de6c18827a5f7b9d828e0257cd7347252617a658cb2682dce85009f4e36c2262","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.11","plot_dqdv.py",".py","f5db6d1be367903129b8c989d4d1bc50b60a80154e88d0fb22b87a87efca0ccd","97abab86473f41bfde44dbe11361e00885442d7bbdc43307ed84e96ed7374c75","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.11","sample_test_v1011.py",".py","6de921e191cf423a940da6f02ea00372a7221df7447104e950cd229f77f05a6b","20992fc7154dfc530e3f2471e0473aed75ee9b6d2cd44764bc8071eb5ca33ca3","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.11","test_regression_graphite.py",".py","8aee1f5e82855614f3e5b32e531701a87f798d65b4b746fdbdb20e7f11d954f1","b12af2bce63016d4a2ed82ef9f4896be9b2efd9b69e02bb71a93af9c88c89a20","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.12","__pycache__/Anode_Fit_v1.0.12.cpython-312.pyc",".pyc","6d1ec0ef09d97c5c24af713d9ef149a4881d4ce2d70e358cc6a959b1d6f7e243","6d1ec0ef09d97c5c24af713d9ef149a4881d4ce2d70e358cc6a959b1d6f7e243","MATCH","BYTE_MATCH"
"v1.0.12","Anode_Fit_v1.0.12.py",".py","050a558fd25934886cc059c0890df40e073782e3b71fcb5bf7342a609edfca62","ac2a34e2b11cdb536e208c884fe436e495ef788b7388082ff78afae323f3c53d","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.12","demo_lco_heat.py",".py","21080f7f9676743d94089609d783b7439a62f3a8ea73f86f81e9af74fbb2c806","f8636a7fe73e8e690c659c1abaaa42c924e007a908a8960639d765d6eba94272","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.12","FITTING_GUIDE.md",".md","f7eb283621982bc8aac128883f7c99b58f98ff54750f75be481ef09599f363de","f7eb283621982bc8aac128883f7c99b58f98ff54750f75be481ef09599f363de","MATCH","BYTE_MATCH"
"v1.0.12","graphite_ica_ch1_v1.0.12.aux",".aux",,"5eb265bbf46311df02dd9e2e7ae5f04952ae601343233b62f75af8505a38f365","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.12","graphite_ica_ch1_v1.0.12.log",".log",,"060bb0787b0f9a3611c169ced81f0947d99f6119be122e1fcf6fb06137618d38","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.12","graphite_ica_ch1_v1.0.12.out",".out",,"215c9a4d0d9ebf43f19510926eaf779ba9ed810bf8c662316881985d49ae35a3","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.12","graphite_ica_ch1_v1.0.12.pdf",".pdf","8ddfd6fe4c773891fd5add6db22f9b2389c901cbb58b713cbef668ce476c70f5","8ddfd6fe4c773891fd5add6db22f9b2389c901cbb58b713cbef668ce476c70f5","MATCH","BYTE_MATCH"
"v1.0.12","graphite_ica_ch1_v1.0.12.tex",".tex","07db04fe245387d03dd4b30b0829b83c21d2517d0636af5907a150d57cdce1a8","4107e86f199be562cdb48510d16863934075e6c512a178441c5c46eafda9dff0","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.12","graphite_ica_ch1_v1.0.12.toc",".toc",,"dcaf76b05324c40c34f486ecfe6c1b93e413c9c3ae22048f1dfaa2476659184a","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.12","graphite_ica_ch2_v1.0.12.aux",".aux",,"41c758c15d0495dd885880d2faa2dfac45353905a28a318d42365bab7106b5bb","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.12","graphite_ica_ch2_v1.0.12.log",".log",,"29b1aafe65fea095f88b4ee7596f2166b814ada2f5bce49a62e5b506acc7aee6","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.12","graphite_ica_ch2_v1.0.12.out",".out",,"56564bf0d416a2c453c9360fad8b6cf7637a1bcf6018abeb7635e0fe8665d49c","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.12","graphite_ica_ch2_v1.0.12.pdf",".pdf","e11a64514d4a2aebaa31176eec3689a407799fd40def003999723b2b3c6bfad5","e11a64514d4a2aebaa31176eec3689a407799fd40def003999723b2b3c6bfad5","MATCH","BYTE_MATCH"
"v1.0.12","graphite_ica_ch2_v1.0.12.tex",".tex","0ad1911f1f4c18b232e51fec6652f0e2ab39418d93e2f7eed36de5e885f38942","26aae9c760d1c184c23d256fb70300df4ba5e7f83cd617d636e5f4be80ba7458","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.12","plot_dqdv.py",".py","f5db6d1be367903129b8c989d4d1bc50b60a80154e88d0fb22b87a87efca0ccd","97abab86473f41bfde44dbe11361e00885442d7bbdc43307ed84e96ed7374c75","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.12","sample_test_v1012.png",".png","0e0a1e608de9017e2575e572290ee8a9864925b008d2ab4d75dc0eaa471e248c","0e0a1e608de9017e2575e572290ee8a9864925b008d2ab4d75dc0eaa471e248c","MATCH","BYTE_MATCH"
"v1.0.12","sample_test_v1012.py",".py","40adc3a2331849cf59553c4f33cb087d3e44667a6dcc1982c030a41aef713df0","9c1cce8c543d46dd682a552bc558058f28d8244a442c7e8166a7e9f76de7abcb","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.12","test_regression_graphite.py",".py","8aee1f5e82855614f3e5b32e531701a87f798d65b4b746fdbdb20e7f11d954f1","b12af2bce63016d4a2ed82ef9f4896be9b2efd9b69e02bb71a93af9c88c89a20","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.13","__pycache__/Anode_Fit_v1.0.13.cpython-312.pyc",".pyc",,"a21f5ddd8bdd6cab0a570c7882f687a8830c4f9eac2031cb635988ca16955961","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.13","Anode_Fit_v1.0.13.py",".py","492d1cce1e59c3ff89c8c35dfd0cc462408689b55536aeabcf4d5052c66d071c","36d40e3624b17115bff4195ef1b4841f88b738c05758d8ad1c6d74b5ede96269","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.13","demo_lco_heat.py",".py","624b33066d2f8429311a7d0b2f4fc34c67ee38ff616f7fbaf275f81246c0fd0f","ed6ecc3cfb80a49c5cf50b884717315c28bcc8aecc23c99a79bf1e71b3927a90","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.13","figs/graph_suite_v1013.png",".png","6324e970c5999730f05c2518960bd6eec46a3a01b3fea0fdbae213bfe39bb5b4","6324e970c5999730f05c2518960bd6eec46a3a01b3fea0fdbae213bfe39bb5b4","MATCH","BYTE_MATCH"
"v1.0.13","figs/P4_lco_heat_validation.png",".png","15080fb922728da79172df4b41a2be84bc82c5727082ee196d4a0f5a43c39312","15080fb922728da79172df4b41a2be84bc82c5727082ee196d4a0f5a43c39312","MATCH","BYTE_MATCH"
"v1.0.13","FITTING_GUIDE.md",".md","6b618246fe777dc530b7900cc538aadfffcc04ac7af966dd07e79922ffe51312","6b618246fe777dc530b7900cc538aadfffcc04ac7af966dd07e79922ffe51312","MATCH","BYTE_MATCH"
"v1.0.13","golden_graphite_ref.npz",".npz","21fb6f9c9dc7bd3158b51268bd9f883dfdec562474e0c4804700ce3ced125fd6","21fb6f9c9dc7bd3158b51268bd9f883dfdec562474e0c4804700ce3ced125fd6","MATCH","BYTE_MATCH"
"v1.0.13","graph_suite_v1013.py",".py","81c3f7b25ed1d89ee527f1cfcbdc7488fc49fcfcae31dacb5edd733c7533621d","81c3f7b25ed1d89ee527f1cfcbdc7488fc49fcfcae31dacb5edd733c7533621d","MATCH","BYTE_MATCH"
"v1.0.13","graphite_ica_ch1_v1.0.13.aux",".aux",,"93c01333a6e8edd8ef7db24f490a1d990214a9e486f5e6a31c9af1450d168077","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.13","graphite_ica_ch1_v1.0.13.log",".log",,"2066469ebf8e519b8c36cccecdd2b6effa5f614aeb2d952f4a18ccc549fed50c","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.13","graphite_ica_ch1_v1.0.13.out",".out",,"36b3febec009282552cd949fedeb6e5b54d7599d7a9213f8676a526c27bab8dc","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.13","graphite_ica_ch1_v1.0.13.pdf",".pdf","6c10d1c472343787845c98631395c3628d3f481f41b51372139e4ff50c7f96cb","6c10d1c472343787845c98631395c3628d3f481f41b51372139e4ff50c7f96cb","MATCH","BYTE_MATCH"
"v1.0.13","graphite_ica_ch1_v1.0.13.tex",".tex","d3a7b658c2ae099694e877cfde0b7b3870f87b411b675305cf6eb3a2480a4278","d3a7b658c2ae099694e877cfde0b7b3870f87b411b675305cf6eb3a2480a4278","MATCH","BYTE_MATCH"
"v1.0.13","graphite_ica_ch1_v1.0.13.toc",".toc",,"69fe5c09ef3399cb157eeb9d88a0f1d5da4cc93da32f6ddd7abe482589f96ef3","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.13","graphite_ica_ch2_v1.0.13.aux",".aux",,"1ee0425bf8c697ebb49baf33684d896e533594cc8df7519069e5dcf6c9ec8d27","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.13","graphite_ica_ch2_v1.0.13.log",".log",,"49fb2108dada285eead5ca36ecd45b9b289e4b22e8ca972411b444f55e3d4d84","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.13","graphite_ica_ch2_v1.0.13.out",".out",,"693a95a89873c31704222c6adfffbc76187cac017375e45a92786cc79ae32b83","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.13","graphite_ica_ch2_v1.0.13.pdf",".pdf","8d42545ee9c9c70fc09b9d0ec051da686de36449eeae802c63711ffbcbd3902f","8d42545ee9c9c70fc09b9d0ec051da686de36449eeae802c63711ffbcbd3902f","MATCH","BYTE_MATCH"
"v1.0.13","graphite_ica_ch2_v1.0.13.tex",".tex","3b5959220860790b8dac733e4aea57c9485af689d9cc3fe7f71bbe0b5f96120f","3b5959220860790b8dac733e4aea57c9485af689d9cc3fe7f71bbe0b5f96120f","MATCH","BYTE_MATCH"
"v1.0.13","HANDOVER_v1.0.13.md",".md","36acec0eb141693a9fc5734df7cc2ee53b85bd72d68a0d137c93ef3b5d954439","36acec0eb141693a9fc5734df7cc2ee53b85bd72d68a0d137c93ef3b5d954439","MATCH","BYTE_MATCH"
"v1.0.13","plot_dqdv.py",".py","47c26df1f14f3efde99f5c6cbd5ee63938761ba65b61dc68778f4b03c553fbd4","1260440af253649145315ddd4c2420c8bccdf50311a4b4853ab50c2e808f3afb","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.13","sample_test_v1013.png",".png","611fad99536225131057c6cd7ac485b402e405729470b9a97381fee14ef26bf5","611fad99536225131057c6cd7ac485b402e405729470b9a97381fee14ef26bf5","MATCH","BYTE_MATCH"
"v1.0.13","sample_test_v1013.py",".py","263c0151db2b73a07b513c93654393cc05e002f4dad644b35ca8ea33989df0d3","5546a7365ed8bfa552b393814be0371ade192c920dc4a6d858ba615c4049bc17","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.13","test_regression_graphite.py",".py","66752f55880be9ea4ca33c3be201784f9e0a55b4abe754fb9a1b5e0c5fdbc03b","c8224f12ce3fbd2950099ea41c222ad51f8667c5899a1a7f7fd35e306c89e6e2","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.14","__pycache__/Anode_Fit_v1.0.14.cpython-312.pyc",".pyc",,"6ff4df643fb7b290ac6d70d8f4776c7816bb5eb8ccf5b0981cd0e21e4de7bbd7","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.14","Anode_Fit_v1.0.14.py",".py","9e9c82f494890b92bf5995291f947a2c59289a8c1d1b86fa913b79af7ca47866","e3b9ae97cfb3a89b29b11d5b35322388747e22520e27ef7af45ae934d15e4a44","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.14","appendix_phase_separation.aux",".aux",,"444ab530cbf7bce559f3a02a147dda44bf0787dd24f8d56ebb3b6383fac790d7","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.14","appendix_phase_separation.log",".log",,"d2db7e48cb3738a37973bc1dd5828397f602553670d0ac5a23044e0904e82843","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.14","appendix_phase_separation.out",".out",,"835a1e6150b180bf8ecc75c614745a45ce687cbb6791bee2b73e6a03fcead4fb","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.14","appendix_phase_separation.pdf",".pdf","47c1db5329c11eb05bb0a284a012db842d26ad544145a887d7705886215aa875","47c1db5329c11eb05bb0a284a012db842d26ad544145a887d7705886215aa875","MATCH","BYTE_MATCH"
"v1.0.14","appendix_phase_separation.tex",".tex","ee98a23de960bc89241d8ae9a2ff7e23934d7006ac089f1f753ba5cf75b68b3e","ee98a23de960bc89241d8ae9a2ff7e23934d7006ac089f1f753ba5cf75b68b3e","MATCH","BYTE_MATCH"
"v1.0.14","demo_lco_heat.py",".py","00791a9d651e1377bc145870b8929174625228193802344ca59d0713c8286e4d","84bfc0bb3fc061434fd1d0b1786b8d45fd45cc8193ed442c9784cfb7553c4e8a","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.14","figs/graph_suite_v1014.png",".png","0d364683b03c6e04da98db39ba5aae9dd03527d02903f6c8060d20f0531d93f8","0d364683b03c6e04da98db39ba5aae9dd03527d02903f6c8060d20f0531d93f8","MATCH","BYTE_MATCH"
"v1.0.14","figs/P4_lco_heat_validation.png",".png","15080fb922728da79172df4b41a2be84bc82c5727082ee196d4a0f5a43c39312","15080fb922728da79172df4b41a2be84bc82c5727082ee196d4a0f5a43c39312","MATCH","BYTE_MATCH"
"v1.0.14","FITTING_GUIDE.md",".md","2ced16e629ab578ae73814549502fc8fa7db66d58c0a5639c9f1c4884486d72c","2ced16e629ab578ae73814549502fc8fa7db66d58c0a5639c9f1c4884486d72c","MATCH","BYTE_MATCH"
"v1.0.14","golden_graphite_ref.npz",".npz","21fb6f9c9dc7bd3158b51268bd9f883dfdec562474e0c4804700ce3ced125fd6","21fb6f9c9dc7bd3158b51268bd9f883dfdec562474e0c4804700ce3ced125fd6","MATCH","BYTE_MATCH"
"v1.0.14","graph_suite_v1014.py",".py","a76a2603521f9f8b4db8c8c7bf1945c294d367d7abe2f724b3f6332e8870ed5c","a76a2603521f9f8b4db8c8c7bf1945c294d367d7abe2f724b3f6332e8870ed5c","MATCH","BYTE_MATCH"
"v1.0.14","graphite_ica_ch1_v1.0.14.aux",".aux",,"5b5079a9649db063111ebfcd75c3ac1cd464913faddd50f82a08fd1db3928b52","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.14","graphite_ica_ch1_v1.0.14.log",".log",,"c48c8b45a8ea80c842c25c648786af99c672f0c6ef9422cb7715fe186f8e501d","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.14","graphite_ica_ch1_v1.0.14.out",".out",,"17693aa3191ee50e09db9a2f41fc72df02d44d56665d36b85628a362f4e7eb2e","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.14","graphite_ica_ch1_v1.0.14.pdf",".pdf","2406093e625bfa60abdb28f2e7f04293ff656fe68b2eaadc3ff5e6ba8b90d6b6","2406093e625bfa60abdb28f2e7f04293ff656fe68b2eaadc3ff5e6ba8b90d6b6","MATCH","BYTE_MATCH"
"v1.0.14","graphite_ica_ch1_v1.0.14.tex",".tex","81504418d19fede367fec601cbc36be2b23fdce7313e2125747a986df7ae8f91","81504418d19fede367fec601cbc36be2b23fdce7313e2125747a986df7ae8f91","MATCH","BYTE_MATCH"
"v1.0.14","graphite_ica_ch1_v1.0.14.toc",".toc",,"d3150d58004949fae04dc26bdbcd4fd5a734cd8f2f5cd1ad803a2a139d198606","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.14","graphite_ica_ch2_v1.0.14.aux",".aux",,"ab2771204236c33bb1abcd7a38fd629864004235fef04ad7bd4b892bc241863d","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.14","graphite_ica_ch2_v1.0.14.log",".log",,"ac014b795d8f78730ff0ea55ff3e561ff85e6e41fac51e02b49d7ed13745c179","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.14","graphite_ica_ch2_v1.0.14.out",".out",,"693a95a89873c31704222c6adfffbc76187cac017375e45a92786cc79ae32b83","LOCAL_ONLY","LOCAL_ONLY"
"v1.0.14","graphite_ica_ch2_v1.0.14.pdf",".pdf","e260c0005ddf28b294a132157cdf4af7952acc857b8f8d5d9e26f66ab03a12d7","e260c0005ddf28b294a132157cdf4af7952acc857b8f8d5d9e26f66ab03a12d7","MATCH","BYTE_MATCH"
"v1.0.14","graphite_ica_ch2_v1.0.14.tex",".tex","f6d4bdde684d620e11636786faca010b9b254bc3ef351c9f1044f6d9e2cd1929","f6d4bdde684d620e11636786faca010b9b254bc3ef351c9f1044f6d9e2cd1929","MATCH","BYTE_MATCH"
"v1.0.14","HANDOVER_v1.0.14.md",".md","77c5277356d4df2ad1fec7c92bdf7ca2fddf921643aa55eefbb25bb57da82864","77c5277356d4df2ad1fec7c92bdf7ca2fddf921643aa55eefbb25bb57da82864","MATCH","BYTE_MATCH"
"v1.0.14","HANDOVER_v1.0.15_KICKOFF.md",".md","c7ff134f1330defbda3eafeb1ab638f2b28e89821d50b2c27e9c0e0d4f0161f6","c7ff134f1330defbda3eafeb1ab638f2b28e89821d50b2c27e9c0e0d4f0161f6","MATCH","BYTE_MATCH"
"v1.0.14","plot_dqdv.py",".py","f8de0e079a01a10a2632adabbf1a994ceffb7dbecb99f615135af6d5a3dea965","2bba8e73fa6a85e9a204ebb138b9a53e477f4a118e9330f2281f506263db0a3b","DIFF","EOL_OR_ENCODING_ONLY"
"v1.0.14","sample_test_v1014.png",".png","5aa5db875fdd6f2543e0afe9f2403f83fa63e90c9808a8deea6661aa4123b76d","5aa5db875fdd6f2543e0afe9f2403f83fa63e90c9808a8deea6661aa4123b76d","MATCH","BYTE_MATCH"
