"path","bytes","sha256","extension","media_class","line_count","pdf_pages","initial_disposition","disposition_reason","assigned_worker","read_status","metadata_error"
"Claude/docs/Fable_점검/FABLE_AUDIT_note_A4_v9-v1011.md","27420","ccda6b0e7d59e0aca21b14d3a2e0f8ab69b2d9c5f7e733d3d070456ca46509ad",".md","TEXT","127","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","H_latest_and_shared","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/Fable_점검/FABLE_AUDIT_note_A5_ch2-code.md","26801","52a0d831c40cac81ae0f5667944f4d7ca2bd0a2eb07f10882c951f48d9b2cb4f",".md","TEXT","132","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","H_latest_and_shared","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/INDEX.md","39491","322aab43314a4d0c094943e363a6a8abec5a1f447b4472b8d3fa8ef9e3507bb1",".md","TEXT","175","","REQUIRED_FULL_REVIEW","Shared document index or evidence","H_latest_and_shared","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/Anode_Fit_v1.0.10.py","47866","19e9c2be56d32fb638ea3ceece3369111781bb86a5edb7bd660b2806df373a2b",".py","TEXT","851","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/demo_lco_heat.py","4081","21080f7f9676743d94089609d783b7439a62f3a8ea73f86f81e9af74fbb2c806",".py","TEXT","72","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/figs/anode_fit_v1_0_10_dqdv.png","186276","bbd520bbb311d6146e6effdc3a61a2c6f2c150c47eef51f55515958ba690c66a",".png","IMAGE","","","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/figs/Anode_Fit_v1.0.10_sample_test.png","222250","e8de3b853a78153be67d99b31c5dc1cb3f5c7eb7a2b96dcb75f41024e683cb7a",".png","IMAGE","","","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/figs/P4_lco_heat_validation.png","92735","6451a591c717138eb425800fd039d32be55b942af052344f43822a1be5fce76d",".png","IMAGE","","","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/figs/P5_graph_suite.png","217731","273f7f0d8911811aee763d8bf853be872261c4c59251b84c5c4bde7bc58ae821",".png","IMAGE","","","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/FITTING_GUIDE.md","4655","1453f306d7d56c1df2c4270ad5016b6457a8bcb9e550e1fafa9e1e61be515b16",".md","TEXT","46","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/graph_suite_p5.py","5949","5684555ed67b7e8e6a4f2a16518ed5a837504ba62909a7a70fa07a1028432af9",".py","TEXT","105","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/graphite_ica_ch1_v1.0.10.pdf","567598","92f773d86a4e33a8e26b77f841aa0ed79b1c9b42cd0ca146e5a250d577f0d4b7",".pdf","PDF","","35","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/graphite_ica_ch1_v1.0.10.tex","169791","dc53b0df2033ea536bdbcb119b0047be40cad1a033c3c283c878d895fa91de5c",".tex","TEXT","1937","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/graphite_ica_ch2_v1.0.10.pdf","345612","cfe892f752ca9b195bcfd67d319a3900ab0955d22cbc6383974d168221d1aeb5",".pdf","PDF","","13","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/graphite_ica_ch2_v1.0.10.tex","62151","e7d3b6919f7f20e7a0083048aeb101d96b69908fbc55b2a8542b76a043ef322e",".tex","TEXT","750","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/HANDOVER_v1.0.11.md","9760","c579256cc921d9e49bf8b5099299bea3fba8d7c183b2591df3873f3bdcf98515",".md","TEXT","78","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/plot_dqdv.py","5620","f5db6d1be367903129b8c989d4d1bc50b60a80154e88d0fb22b87a87efca0ccd",".py","TEXT","135","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/sample_test_v1010.py","5041","6de921e191cf423a940da6f02ea00372a7221df7447104e950cd229f77f05a6b",".py","TEXT","94","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/test_regression_graphite.py","3541","8aee1f5e82855614f3e5b32e531701a87f798d65b4b746fdbdb20e7f11d954f1",".py","TEXT","80","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/V1010_HANDOVER_INTEGRITY_REPORT.md","5911","1ca778092f7ff65a0619c91a9948e1ac3b31a89e4bf2c341492dd4c3d9192cd3",".md","TEXT","45","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.10/V1010_PROBLEM_REPORT.md","8101","a20894b1c798d6318a63e16a16ca21fe0d71aed3e178444a78401c0a91103f5c",".md","TEXT","55","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.11/Anode_Fit_v1.0.11.py","47866","19e9c2be56d32fb638ea3ceece3369111781bb86a5edb7bd660b2806df373a2b",".py","TEXT","851","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.11/demo_lco_heat.py","4081","21080f7f9676743d94089609d783b7439a62f3a8ea73f86f81e9af74fbb2c806",".py","TEXT","72","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.11/FITTING_GUIDE.md","4655","1453f306d7d56c1df2c4270ad5016b6457a8bcb9e550e1fafa9e1e61be515b16",".md","TEXT","46","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.11/graphite_ica_ch1_v1.0.11.pdf","567588","e3bd50298c87a8644b17ecc2f6119c1d06bd0852d84e0ae8be291ea720abe972",".pdf","PDF","","35","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.11/graphite_ica_ch1_v1.0.11.tex","169791","dc53b0df2033ea536bdbcb119b0047be40cad1a033c3c283c878d895fa91de5c",".tex","TEXT","1937","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.11/graphite_ica_ch2_v1.0.11.pdf","345611","9b03659514c3ed8bfc57275bf43eadd0a95e8de832d2cba53b2119610f9b5692",".pdf","PDF","","13","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.11/graphite_ica_ch2_v1.0.11.tex","62151","e7d3b6919f7f20e7a0083048aeb101d96b69908fbc55b2a8542b76a043ef322e",".tex","TEXT","750","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.11/plot_dqdv.py","5620","f5db6d1be367903129b8c989d4d1bc50b60a80154e88d0fb22b87a87efca0ccd",".py","TEXT","135","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.11/sample_test_v1011.py","5041","6de921e191cf423a940da6f02ea00372a7221df7447104e950cd229f77f05a6b",".py","TEXT","94","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.11/test_regression_graphite.py","3541","8aee1f5e82855614f3e5b32e531701a87f798d65b4b746fdbdb20e7f11d954f1",".py","TEXT","80","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.12/__pycache__/Anode_Fit_v1.0.12.cpython-312.pyc","46054","6d1ec0ef09d97c5c24af713d9ef149a4881d4ce2d70e358cc6a959b1d6f7e243",".pyc","BINARY_OR_MACHINE","","","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.12/Anode_Fit_v1.0.12.py","48728","050a558fd25934886cc059c0890df40e073782e3b71fcb5bf7342a609edfca62",".py","TEXT","860","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.12/demo_lco_heat.py","4081","21080f7f9676743d94089609d783b7439a62f3a8ea73f86f81e9af74fbb2c806",".py","TEXT","72","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.12/FITTING_GUIDE.md","11770","f7eb283621982bc8aac128883f7c99b58f98ff54750f75be481ef09599f363de",".md","TEXT","98","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.12/graphite_ica_ch1_v1.0.12.pdf","626921","8ddfd6fe4c773891fd5add6db22f9b2389c901cbb58b713cbef668ce476c70f5",".pdf","PDF","","41","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.12/graphite_ica_ch1_v1.0.12.tex","202912","07db04fe245387d03dd4b30b0829b83c21d2517d0636af5907a150d57cdce1a8",".tex","TEXT","2358","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.12/graphite_ica_ch2_v1.0.12.pdf","351848","e11a64514d4a2aebaa31176eec3689a407799fd40def003999723b2b3c6bfad5",".pdf","PDF","","14","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.12/graphite_ica_ch2_v1.0.12.tex","65353","0ad1911f1f4c18b232e51fec6652f0e2ab39418d93e2f7eed36de5e885f38942",".tex","TEXT","777","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.12/plot_dqdv.py","5620","f5db6d1be367903129b8c989d4d1bc50b60a80154e88d0fb22b87a87efca0ccd",".py","TEXT","135","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.12/sample_test_v1012.png","274404","0e0a1e608de9017e2575e572290ee8a9864925b008d2ab4d75dc0eaa471e248c",".png","IMAGE","","","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.12/sample_test_v1012.py","6214","40adc3a2331849cf59553c4f33cb087d3e44667a6dcc1982c030a41aef713df0",".py","TEXT","123","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.12/test_regression_graphite.py","3541","8aee1f5e82855614f3e5b32e531701a87f798d65b4b746fdbdb20e7f11d954f1",".py","TEXT","80","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/Anode_Fit_v1.0.13.py","52496","492d1cce1e59c3ff89c8c35dfd0cc462408689b55536aeabcf4d5052c66d071c",".py","TEXT","899","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/demo_lco_heat.py","4411","624b33066d2f8429311a7d0b2f4fc34c67ee38ff616f7fbaf275f81246c0fd0f",".py","TEXT","73","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/figs/graph_suite_v1013.png","223254","6324e970c5999730f05c2518960bd6eec46a3a01b3fea0fdbae213bfe39bb5b4",".png","IMAGE","","","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/figs/P4_lco_heat_validation.png","98428","15080fb922728da79172df4b41a2be84bc82c5727082ee196d4a0f5a43c39312",".png","IMAGE","","","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/FITTING_GUIDE.md","12461","6b618246fe777dc530b7900cc538aadfffcc04ac7af966dd07e79922ffe51312",".md","TEXT","99","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/golden_graphite_ref.npz","107324","21fb6f9c9dc7bd3158b51268bd9f883dfdec562474e0c4804700ce3ced125fd6",".npz","BINARY_OR_MACHINE","","","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/graph_suite_v1013.py","8722","81c3f7b25ed1d89ee527f1cfcbdc7488fc49fcfcae31dacb5edd733c7533621d",".py","TEXT","144","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/graphite_ica_ch1_v1.0.13.pdf","707597","6c10d1c472343787845c98631395c3628d3f481f41b51372139e4ff50c7f96cb",".pdf","PDF","","50","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/graphite_ica_ch1_v1.0.13.tex","243754","d3a7b658c2ae099694e877cfde0b7b3870f87b411b675305cf6eb3a2480a4278",".tex","TEXT","2934","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/graphite_ica_ch2_v1.0.13.pdf","361392","8d42545ee9c9c70fc09b9d0ec051da686de36449eeae802c63711ffbcbd3902f",".pdf","PDF","","14","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/graphite_ica_ch2_v1.0.13.tex","66396","3b5959220860790b8dac733e4aea57c9485af689d9cc3fe7f71bbe0b5f96120f",".tex","TEXT","776","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/HANDOVER_v1.0.13.md","4345","36acec0eb141693a9fc5734df7cc2ee53b85bd72d68a0d137c93ef3b5d954439",".md","TEXT","24","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/plot_dqdv.py","5559","47c26df1f14f3efde99f5c6cbd5ee63938761ba65b61dc68778f4b03c553fbd4",".py","TEXT","135","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/sample_test_v1013.png","281473","611fad99536225131057c6cd7ac485b402e405729470b9a97381fee14ef26bf5",".png","IMAGE","","","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/sample_test_v1013.py","6386","263c0151db2b73a07b513c93654393cc05e002f4dad644b35ca8ea33989df0d3",".py","TEXT","124","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.13/test_regression_graphite.py","3691","66752f55880be9ea4ca33c3be201784f9e0a55b4abe754fb9a1b5e0c5fdbc03b",".py","TEXT","85","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.14/Anode_Fit_v1.0.14.py","53022","9e9c82f494890b92bf5995291f947a2c59289a8c1d1b86fa913b79af7ca47866",".py","TEXT","904","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.14/appendix_phase_separation.pdf","239948","47c1db5329c11eb05bb0a284a012db842d26ad544145a887d7705886215aa875",".pdf","PDF","","8","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.14/appendix_phase_separation.tex","33671","ee98a23de960bc89241d8ae9a2ff7e23934d7006ac089f1f753ba5cf75b68b3e",".tex","TEXT","492","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.14/demo_lco_heat.py","4411","00791a9d651e1377bc145870b8929174625228193802344ca59d0713c8286e4d",".py","TEXT","73","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.14/figs/graph_suite_v1014.png","223170","0d364683b03c6e04da98db39ba5aae9dd03527d02903f6c8060d20f0531d93f8",".png","IMAGE","","","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.14/figs/P4_lco_heat_validation.png","98428","15080fb922728da79172df4b41a2be84bc82c5727082ee196d4a0f5a43c39312",".png","IMAGE","","","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.14/FITTING_GUIDE.md","14387","2ced16e629ab578ae73814549502fc8fa7db66d58c0a5639c9f1c4884486d72c",".md","TEXT","99","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.14/golden_graphite_ref.npz","107324","21fb6f9c9dc7bd3158b51268bd9f883dfdec562474e0c4804700ce3ced125fd6",".npz","BINARY_OR_MACHINE","","","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.14/graph_suite_v1014.py","8831","a76a2603521f9f8b4db8c8c7bf1945c294d367d7abe2f724b3f6332e8870ed5c",".py","TEXT","145","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.14/graphite_ica_ch1_v1.0.14.pdf","760923","2406093e625bfa60abdb28f2e7f04293ff656fe68b2eaadc3ff5e6ba8b90d6b6",".pdf","PDF","","57","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.14/graphite_ica_ch1_v1.0.14.tex","284030","81504418d19fede367fec601cbc36be2b23fdce7313e2125747a986df7ae8f91",".tex","TEXT","3445","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.14/graphite_ica_ch2_v1.0.14.pdf","365428","e260c0005ddf28b294a132157cdf4af7952acc857b8f8d5d9e26f66ab03a12d7",".pdf","PDF","","14","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.14/graphite_ica_ch2_v1.0.14.tex","68762","f6d4bdde684d620e11636786faca010b9b254bc3ef351c9f1044f6d9e2cd1929",".tex","TEXT","794","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","E_docs_v1010_v10182","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
