"path","sha256","duplicate_group_size","initial_disposition","exact_duplicate_paths","exact_required_counterparts","has_required_counterpart"
"Claude/docs/v1.0.19/_sections/ch1_sec09_tail.tex","078378d788205361a41c5bb9175b06035f4c9a4ee1cd57311fbad6befaa64cf3","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.20/_sections/ch1_sec09_tail.tex | Claude/docs/v1.0.21/_sections/ch1_sec09_tail.tex","Claude/docs/v1.0.20/_sections/ch1_sec09_tail.tex | Claude/docs/v1.0.21/_sections/ch1_sec09_tail.tex","True"
"Claude/docs/v1.0.20/_sections/ch1_sec09_tail.tex","078378d788205361a41c5bb9175b06035f4c9a4ee1cd57311fbad6befaa64cf3","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.19/_sections/ch1_sec09_tail.tex | Claude/docs/v1.0.21/_sections/ch1_sec09_tail.tex","Claude/docs/v1.0.19/_sections/ch1_sec09_tail.tex | Claude/docs/v1.0.21/_sections/ch1_sec09_tail.tex","True"
"Claude/docs/v1.0.21/_sections/ch1_sec09_tail.tex","078378d788205361a41c5bb9175b06035f4c9a4ee1cd57311fbad6befaa64cf3","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.19/_sections/ch1_sec09_tail.tex | Claude/docs/v1.0.20/_sections/ch1_sec09_tail.tex","Claude/docs/v1.0.19/_sections/ch1_sec09_tail.tex | Claude/docs/v1.0.20/_sections/ch1_sec09_tail.tex","True"
"Claude/docs/v1.0.22/_sections/ch3v22_sec04_mech.tex","0a42ea6e16678f790506b8142b686929657b27e1fa9ed2d646a2f03073cae085","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch3v22_sec04_mech.tex","Claude/docs/v1.0.23/_sections/ch3v22_sec04_mech.tex","True"
"Claude/docs/v1.0.23/_sections/ch3v22_sec04_mech.tex","0a42ea6e16678f790506b8142b686929657b27e1fa9ed2d646a2f03073cae085","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch3v22_sec04_mech.tex","Claude/docs/v1.0.22/_sections/ch3v22_sec04_mech.tex","True"
"Claude/docs/v1.0.20/_sections/ch1_sec11_lcointro.tex","0a904e4327bb906de24b517d1ea2b6f3f7b3affcdfd110da3fded3accb13081f","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.21/_sections/ch1_sec11_lcointro.tex","Claude/docs/v1.0.21/_sections/ch1_sec11_lcointro.tex","True"
"Claude/docs/v1.0.21/_sections/ch1_sec11_lcointro.tex","0a904e4327bb906de24b517d1ea2b6f3f7b3affcdfd110da3fded3accb13081f","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.20/_sections/ch1_sec11_lcointro.tex","Claude/docs/v1.0.20/_sections/ch1_sec11_lcointro.tex","True"
"Claude/docs/v1.0.22/_sections/ch3v22_sec02_cases.tex","0c1de56f0d970d105d9b76a7c2dbd925f4b6cf10c7305b5b81bd067387311e54","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch3v22_sec02_cases.tex","Claude/docs/v1.0.23/_sections/ch3v22_sec02_cases.tex","True"
"Claude/docs/v1.0.23/_sections/ch3v22_sec02_cases.tex","0c1de56f0d970d105d9b76a7c2dbd925f4b6cf10c7305b5b81bd067387311e54","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch3v22_sec02_cases.tex","Claude/docs/v1.0.22/_sections/ch3v22_sec02_cases.tex","True"
"Claude/docs/v1.0.19/_sections/ch1_sec03_center.tex","0c70ac4cc30901269cbd8f533f6b226e595c5f5937e0a5fe7f1119d660b2ab0e","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.20/_sections/ch1_sec03_center.tex","Claude/docs/v1.0.20/_sections/ch1_sec03_center.tex","True"
"Claude/docs/v1.0.20/_sections/ch1_sec03_center.tex","0c70ac4cc30901269cbd8f533f6b226e595c5f5937e0a5fe7f1119d660b2ab0e","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.19/_sections/ch1_sec03_center.tex","Claude/docs/v1.0.19/_sections/ch1_sec03_center.tex","True"
"Claude/docs/v1.0.22/_sections/ch1_sec12_lcocenter.tex","1011c32c6019790ff2fffa048938a4bc452782fad8e5939b7900faeb4f957dcb","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch1_sec12_lcocenter.tex","Claude/docs/v1.0.23/_sections/ch1_sec12_lcocenter.tex","True"
"Claude/docs/v1.0.23/_sections/ch1_sec12_lcocenter.tex","1011c32c6019790ff2fffa048938a4bc452782fad8e5939b7900faeb4f957dcb","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch1_sec12_lcocenter.tex","Claude/docs/v1.0.22/_sections/ch1_sec12_lcocenter.tex","True"
"Claude/docs/v1.0.22/_sections/ch1v22_partT_divider.tex","1113e3f0288d5697ffdb1f394ecd1b8da6f40cbd7ba519ff81821d4846f2741c","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch1v22_partT_divider.tex","Claude/docs/v1.0.23/_sections/ch1v22_partT_divider.tex","True"
"Claude/docs/v1.0.23/_sections/ch1v22_partT_divider.tex","1113e3f0288d5697ffdb1f394ecd1b8da6f40cbd7ba519ff81821d4846f2741c","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch1v22_partT_divider.tex","Claude/docs/v1.0.22/_sections/ch1v22_partT_divider.tex","True"
"Claude/old/_archive/Archive_rebuilt/graphite_ica_ch4_rebuilt.tex","114caff228701acc5ba4480ab1ae6ff8e391dca7a45c0fe2a095f97e254ffb77","2","DERIVATIVE_REVIEW_PENDING","Claude/old/work/oldtrack_src/graphite_ica_ch4_rebuilt.tex","","False"
"Claude/old/work/oldtrack_src/graphite_ica_ch4_rebuilt.tex","114caff228701acc5ba4480ab1ae6ff8e391dca7a45c0fe2a095f97e254ffb77","2","DERIVATIVE_REVIEW_PENDING","Claude/old/_archive/Archive_rebuilt/graphite_ica_ch4_rebuilt.tex","","False"
"Claude/docs/v1.0.10/FITTING_GUIDE.md","1453f306d7d56c1df2c4270ad5016b6457a8bcb9e550e1fafa9e1e61be515b16","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.11/FITTING_GUIDE.md","Claude/docs/v1.0.11/FITTING_GUIDE.md","True"
"Claude/docs/v1.0.11/FITTING_GUIDE.md","1453f306d7d56c1df2c4270ad5016b6457a8bcb9e550e1fafa9e1e61be515b16","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.10/FITTING_GUIDE.md","Claude/docs/v1.0.10/FITTING_GUIDE.md","True"
"Claude/docs/v1.0.13/figs/P4_lco_heat_validation.png","15080fb922728da79172df4b41a2be84bc82c5727082ee196d4a0f5a43c39312","2","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.14/figs/P4_lco_heat_validation.png","Claude/docs/v1.0.14/figs/P4_lco_heat_validation.png","True"
"Claude/docs/v1.0.14/figs/P4_lco_heat_validation.png","15080fb922728da79172df4b41a2be84bc82c5727082ee196d4a0f5a43c39312","2","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.13/figs/P4_lco_heat_validation.png","Claude/docs/v1.0.13/figs/P4_lco_heat_validation.png","True"
"Claude/docs/v1.0.21/appendix_phase_separation.tex","18e6702c0cb66049a6ed1760ad0d6a2c403f7c2aa0c2c2bd9e6e4dc2a5df336e","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/appendix_phase_separation.tex | Claude/docs/v1.0.23/appendix_phase_separation.tex","Claude/docs/v1.0.22/appendix_phase_separation.tex | Claude/docs/v1.0.23/appendix_phase_separation.tex","True"
"Claude/docs/v1.0.22/appendix_phase_separation.tex","18e6702c0cb66049a6ed1760ad0d6a2c403f7c2aa0c2c2bd9e6e4dc2a5df336e","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.21/appendix_phase_separation.tex | Claude/docs/v1.0.23/appendix_phase_separation.tex","Claude/docs/v1.0.21/appendix_phase_separation.tex | Claude/docs/v1.0.23/appendix_phase_separation.tex","True"
"Claude/docs/v1.0.23/appendix_phase_separation.tex","18e6702c0cb66049a6ed1760ad0d6a2c403f7c2aa0c2c2bd9e6e4dc2a5df336e","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.21/appendix_phase_separation.tex | Claude/docs/v1.0.22/appendix_phase_separation.tex","Claude/docs/v1.0.21/appendix_phase_separation.tex | Claude/docs/v1.0.22/appendix_phase_separation.tex","True"
"Claude/docs/v1.0.20/_sections/ch1_sec02a_part0.tex","194f31b1a464f1295ea72c89138d57c5dff8c1ce6a472aa339dc4a38f964fb6f","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.21/_sections/ch1_sec02a_part0.tex","Claude/docs/v1.0.21/_sections/ch1_sec02a_part0.tex","True"
"Claude/docs/v1.0.21/_sections/ch1_sec02a_part0.tex","194f31b1a464f1295ea72c89138d57c5dff8c1ce6a472aa339dc4a38f964fb6f","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.20/_sections/ch1_sec02a_part0.tex","Claude/docs/v1.0.20/_sections/ch1_sec02a_part0.tex","True"
"Claude/docs/v1.0.10/Anode_Fit_v1.0.10.py","19e9c2be56d32fb638ea3ceece3369111781bb86a5edb7bd660b2806df373a2b","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.11/Anode_Fit_v1.0.11.py","Claude/docs/v1.0.11/Anode_Fit_v1.0.11.py","True"
"Claude/docs/v1.0.11/Anode_Fit_v1.0.11.py","19e9c2be56d32fb638ea3ceece3369111781bb86a5edb7bd660b2806df373a2b","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.10/Anode_Fit_v1.0.10.py","Claude/docs/v1.0.10/Anode_Fit_v1.0.10.py","True"
"Claude/old/Ch1_v8/v8-11.tex","20589a0785893b4f358792d1a8fa23e21722a86b6142d15c80099dc1b2b7252d","3","DERIVATIVE_REVIEW_PENDING","Claude/results/builds/v8/v8-11/v8-11.tex | Claude/results/builds/v9/v9-00_spine/base_v8-11.tex","","False"
"Claude/results/builds/v8/v8-11/v8-11.tex","20589a0785893b4f358792d1a8fa23e21722a86b6142d15c80099dc1b2b7252d","3","DERIVATIVE_REVIEW_PENDING","Claude/old/Ch1_v8/v8-11.tex | Claude/results/builds/v9/v9-00_spine/base_v8-11.tex","","False"
"Claude/results/builds/v9/v9-00_spine/base_v8-11.tex","20589a0785893b4f358792d1a8fa23e21722a86b6142d15c80099dc1b2b7252d","3","DERIVATIVE_REVIEW_PENDING","Claude/old/Ch1_v8/v8-11.tex | Claude/results/builds/v8/v8-11/v8-11.tex","","False"
"Claude/docs/v1.0.16/Anode_Fit_v1.0.16.py","2079064eaed3572ca3962fd0c9c3aa664f19ea0d7de965ec05b512a396d50ef1","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.17/Anode_Fit_v1.0.17.py | Claude/docs/v1.0.18.1/Anode_Fit_v1.0.18.1.py","Claude/docs/v1.0.17/Anode_Fit_v1.0.17.py | Claude/docs/v1.0.18.1/Anode_Fit_v1.0.18.1.py","True"
"Claude/docs/v1.0.17/Anode_Fit_v1.0.17.py","2079064eaed3572ca3962fd0c9c3aa664f19ea0d7de965ec05b512a396d50ef1","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.16/Anode_Fit_v1.0.16.py | Claude/docs/v1.0.18.1/Anode_Fit_v1.0.18.1.py","Claude/docs/v1.0.16/Anode_Fit_v1.0.16.py | Claude/docs/v1.0.18.1/Anode_Fit_v1.0.18.1.py","True"
"Claude/docs/v1.0.18.1/Anode_Fit_v1.0.18.1.py","2079064eaed3572ca3962fd0c9c3aa664f19ea0d7de965ec05b512a396d50ef1","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.16/Anode_Fit_v1.0.16.py | Claude/docs/v1.0.17/Anode_Fit_v1.0.17.py","Claude/docs/v1.0.16/Anode_Fit_v1.0.16.py | Claude/docs/v1.0.17/Anode_Fit_v1.0.17.py","True"
"Claude/docs/v1.0.10/demo_lco_heat.py","21080f7f9676743d94089609d783b7439a62f3a8ea73f86f81e9af74fbb2c806","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.11/demo_lco_heat.py | Claude/docs/v1.0.12/demo_lco_heat.py","Claude/docs/v1.0.11/demo_lco_heat.py | Claude/docs/v1.0.12/demo_lco_heat.py","True"
"Claude/docs/v1.0.11/demo_lco_heat.py","21080f7f9676743d94089609d783b7439a62f3a8ea73f86f81e9af74fbb2c806","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.10/demo_lco_heat.py | Claude/docs/v1.0.12/demo_lco_heat.py","Claude/docs/v1.0.10/demo_lco_heat.py | Claude/docs/v1.0.12/demo_lco_heat.py","True"
"Claude/docs/v1.0.12/demo_lco_heat.py","21080f7f9676743d94089609d783b7439a62f3a8ea73f86f81e9af74fbb2c806","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.10/demo_lco_heat.py | Claude/docs/v1.0.11/demo_lco_heat.py","Claude/docs/v1.0.10/demo_lco_heat.py | Claude/docs/v1.0.11/demo_lco_heat.py","True"
"Claude/docs/v1.0.19/_sections/ch2_sec10_closing.tex","21ec0c5195a0ed01298e433c90d963d83b1d448baf1be15917f958dee36a7fa4","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.20/_sections/ch2_sec10_closing.tex | Claude/docs/v1.0.21/_sections/ch2_sec10_closing.tex","Claude/docs/v1.0.20/_sections/ch2_sec10_closing.tex | Claude/docs/v1.0.21/_sections/ch2_sec10_closing.tex","True"
"Claude/docs/v1.0.20/_sections/ch2_sec10_closing.tex","21ec0c5195a0ed01298e433c90d963d83b1d448baf1be15917f958dee36a7fa4","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.19/_sections/ch2_sec10_closing.tex | Claude/docs/v1.0.21/_sections/ch2_sec10_closing.tex","Claude/docs/v1.0.19/_sections/ch2_sec10_closing.tex | Claude/docs/v1.0.21/_sections/ch2_sec10_closing.tex","True"
"Claude/docs/v1.0.21/_sections/ch2_sec10_closing.tex","21ec0c5195a0ed01298e433c90d963d83b1d448baf1be15917f958dee36a7fa4","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.19/_sections/ch2_sec10_closing.tex | Claude/docs/v1.0.20/_sections/ch2_sec10_closing.tex","Claude/docs/v1.0.19/_sections/ch2_sec10_closing.tex | Claude/docs/v1.0.20/_sections/ch2_sec10_closing.tex","True"
"Claude/docs/v1.0.13/golden_graphite_ref.npz","21fb6f9c9dc7bd3158b51268bd9f883dfdec562474e0c4804700ce3ced125fd6","2","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.14/golden_graphite_ref.npz","Claude/docs/v1.0.14/golden_graphite_ref.npz","True"
"Claude/docs/v1.0.14/golden_graphite_ref.npz","21fb6f9c9dc7bd3158b51268bd9f883dfdec562474e0c4804700ce3ced125fd6","2","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.13/golden_graphite_ref.npz","Claude/docs/v1.0.13/golden_graphite_ref.npz","True"
"Claude/docs/v1.0.16/figs/anode_fit_v1_0_14_dqdv.png","230aee2ffed476fb9b9e3a4c38b364c0321da65a15da680fb9250e7dfa44d9d8","6","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.17/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.1/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.2/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.19/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.20/figs/anode_fit_v1_0_14_dqdv.png","Claude/docs/v1.0.17/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.1/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.2/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.19/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.20/figs/anode_fit_v1_0_14_dqdv.png","True"
"Claude/docs/v1.0.17/figs/anode_fit_v1_0_14_dqdv.png","230aee2ffed476fb9b9e3a4c38b364c0321da65a15da680fb9250e7dfa44d9d8","6","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.16/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.1/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.2/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.19/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.20/figs/anode_fit_v1_0_14_dqdv.png","Claude/docs/v1.0.16/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.1/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.2/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.19/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.20/figs/anode_fit_v1_0_14_dqdv.png","True"
"Claude/docs/v1.0.18.1/figs/anode_fit_v1_0_14_dqdv.png","230aee2ffed476fb9b9e3a4c38b364c0321da65a15da680fb9250e7dfa44d9d8","6","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.16/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.17/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.2/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.19/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.20/figs/anode_fit_v1_0_14_dqdv.png","Claude/docs/v1.0.16/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.17/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.2/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.19/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.20/figs/anode_fit_v1_0_14_dqdv.png","True"
"Claude/docs/v1.0.18.2/figs/anode_fit_v1_0_14_dqdv.png","230aee2ffed476fb9b9e3a4c38b364c0321da65a15da680fb9250e7dfa44d9d8","6","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.16/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.17/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.1/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.19/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.20/figs/anode_fit_v1_0_14_dqdv.png","Claude/docs/v1.0.16/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.17/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.1/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.19/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.20/figs/anode_fit_v1_0_14_dqdv.png","True"
"Claude/docs/v1.0.19/figs/anode_fit_v1_0_14_dqdv.png","230aee2ffed476fb9b9e3a4c38b364c0321da65a15da680fb9250e7dfa44d9d8","6","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.16/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.17/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.1/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.2/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.20/figs/anode_fit_v1_0_14_dqdv.png","Claude/docs/v1.0.16/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.17/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.1/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.2/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.20/figs/anode_fit_v1_0_14_dqdv.png","True"
"Claude/docs/v1.0.20/figs/anode_fit_v1_0_14_dqdv.png","230aee2ffed476fb9b9e3a4c38b364c0321da65a15da680fb9250e7dfa44d9d8","6","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.16/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.17/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.1/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.2/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.19/figs/anode_fit_v1_0_14_dqdv.png","Claude/docs/v1.0.16/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.17/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.1/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.18.2/figs/anode_fit_v1_0_14_dqdv.png | Claude/docs/v1.0.19/figs/anode_fit_v1_0_14_dqdv.png","True"
"Claude/docs/v1.0.22/_sections/ch3v22_sec03_blend.tex","231c7a2ba10c06ba2493cc812c9cc75500b3e297fa00534e5900112b7366d7a7","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch3v22_sec03_blend.tex","Claude/docs/v1.0.23/_sections/ch3v22_sec03_blend.tex","True"
"Claude/docs/v1.0.23/_sections/ch3v22_sec03_blend.tex","231c7a2ba10c06ba2493cc812c9cc75500b3e297fa00534e5900112b7366d7a7","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch3v22_sec03_blend.tex","Claude/docs/v1.0.22/_sections/ch3v22_sec03_blend.tex","True"
